Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Creator,2023,Gareth Edwards,"['John David Washington', 'Madeleine Yuna Voyles', 'Gemma Chan', 'Allison Janney', 'Ken Watanabe', 'Sturgill Simpson', 'Amar Chadha-Patel', 'Marc Menchaca', 'Robbie Tann', 'Ralph Ineson', 'Michael Esper', 'Veronica Ngo', 'Ian Verdun', 'Daniel Ray Rodriguez', 'Rad Pereira', 'Syd Skidmore', 'Karen Aldridge', 'Teerawat Mulvilai', 'Leanna Chea', 'Sahatchai Chumrum', 'Apiwantana Duenkhao', 'Mariam Khummaung', 'Natthaphong Chaiyawong', 'Tawee Teesura', 'Kulsiri Thongrung', 'Charlie McElveen', 'Chananticha Chaipa', 'Sawanee Utoomma', 'Monthatip Suksopha', 'Brett Bartholomew', 'Jeb Kreager', 'Mackenzie Lansing', 'Stephen Howard Thomas', 'Agneta Catarina Békassy de Békas', 'Brett Parks', 'Phaithoon Wanglomklang', 'Ron Weaver', 'Mav Kang', 'John Garrett Mahlmeister', 'Scott Thomas', 'Kandanai Chotikapracal', 'Niko Rusakov', 'James David Henry', ""Eoin O'Brien"", 'Dana Blouin', 'Anjana Ghogar', 'Pongsanart Vinsiri', 'Molywon Phantarak', 'Chalee Sankhavesa', 'Pat Skelton', 'Elliot Berk', 'Art Ybarra']",3.3,nan,"['Action', 'Science Fiction', 'Adventure']",134,"['Canada', 'USA']",English,"['English', 'Japanese', 'Thai', 'Vietnamese']","['New Regency Pictures', 'Entertainment One', 'Regency Enterprises', 'Bad Dreams']",304160,76131,77673,520,944,2807,3898,15326,25877,63582,65875,58543,15377,13776,266005,https://letterboxd.com/film/the-creator-2023/
Black Swan,2010,Darren Aronofsky,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder', 'Benjamin Millepied', 'Ksenia Solo', 'Kristina Anapau', 'Janet Montgomery', 'Sebastian Stan', 'Toby Hemingway', 'Sergio Torrado', 'Mark Margolis', 'Tina Sloan', 'Abraham Aronofsky', 'Charlotte Aronofsky', 'Marcia Jean Kurtz', ""Shaun O'Hagan"", 'Chris Gartin', 'Deborah Offner', 'Stanley B. Herman', 'Michelle Rodriguez Nouel', 'Kurt Froman', 'Marty Krzywonos', 'Leslie Lyles', 'John Epperson', 'Arkadiy Figlin', 'Tim Fain', 'Sarah Lane', 'Liam Flaherty', 'Patrick Heusinger', 'Marina Stavitskaya', 'Olga Kostritzky', 'Christine Redpath', 'Alexandra Damiani', 'Rebecca Azenberg', 'Laura Bowman', 'Holly L. Fusco', 'Abigail Mentzer', 'Barette Vance', 'Lillian di Piazza', 'Megan Dickinson', 'Jessy Hendrickson', 'Geneviève Lebean', 'Rachel Jambois', 'Ryoko Sadoshima', 'Kaia A. Tack', 'Lauren Fadeley', 'Sarah Hay', 'Adrianna de Svastich', 'Jamie Wolf', 'Carrie Lee Riggins', 'Gina Artese', 'Daralina Komar', 'Tim Lacatena', 'Alyson Cambridge', 'Anne Bergstedt Jordanova']",4.14,nan,"['Drama', 'Thriller', 'Horror']",108,['USA'],English,"['English', 'French', 'Italian']","['Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures', 'Dune Entertainment']",2031810,282271,757852,51000,1801,5228,3066,21809,18320,118550,123124,388709,191801,405479,1277887,https://letterboxd.com/film/black-swan/
Night Swim,2024,Bryce McGuire,"['Wyatt Russell', 'Kerry Condon', 'Amélie Hoeferle', 'Gavin Warren', 'Nancy Lenehan', 'Jodi Long', 'Preston Galli', 'Aivan Uttapa', 'Ellie Araiza', 'Eddie Martinez', 'Elijah J. Roberts', 'Rahnuma Panthaky', 'Ben Sinclair', 'Ayazhan Dalabayeva', 'Joziah Lagonoy', 'Liz Parkinson', 'Mike Avery', 'Eleanor Threatt']",1.83,nan,['Horror'],98,['USA'],English,['English'],"['Atomic Monster', 'Blumhouse Productions']",53146,15336,4321,13,3345,7773,7915,12671,7206,5804,1735,987,119,321,47876,https://letterboxd.com/film/night-swim-2024/
Dream Scenario,2023,Kristoffer Borgli,"['Nicolas Cage', 'Julianne Nicholson', 'Lily Bird', 'Jessica Clement', 'Michael Cera', 'Dylan Gelula', 'Tim Meadows', 'Kate Berlant', 'Dylan Baker', 'Jennifer Wigmore', 'Nicholas Braun', 'David Klein', 'Maev Beaty', 'Al Warren', 'Ben Caldwell', 'Agape Mngomezulu', 'Lily Gao', 'Marnie McPhail', 'Star Slade', 'Noah Lamanna', 'Richard Jutras', 'Kaleb Horn', 'Philip van Martin', 'Cara Volchoff', 'Liz Adjei', 'Jessie-Ann Kohlman', 'Greer Cohen', 'Krista Bridges', 'Noah Centineo', 'Josh Richards', 'Ramona Gilmour-Darling', 'Sofia Banzhaf', 'Marc Coppola', 'Amber Midthunder', 'Alton Mason', 'Thomas Mitchell', 'Conrad Coates', 'Marnie Brunton', 'Jim Armstrong', 'Leah Stanley', 'Stephen R. Hart', 'Will Corno', 'Talia Schlanger', 'James Collins', 'Caleb Weatherbee', 'Nneka Elliott', 'Jeremy Levick', 'Nicole Leroux', 'Jordan Raf', 'Trish Hoang', 'Domenic Di Rosa', 'Jesse Goldman']",3.54,nan,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']",102,['USA'],English,"['English', 'French']","['A24', 'Square Peg', 'Saturn Films']",188853,59426,52590,234,337,935,1225,5204,9205,31406,46643,49121,11010,5967,161053,https://letterboxd.com/film/dream-scenario/
Parasite,2019,Bong Joon-ho,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-shik', 'Park So-dam', 'Lee Jung-eun', 'Jang Hye-jin', 'Park Myung-hoon', 'Jung Ji-so', 'Jung Hyeon-jun', 'Park Keun-rok', 'Jung Yi-seo', 'Cho Jae-myung', 'Jeong Ik-han', 'Kim Kyu-baek', 'Ahn Seong-bong', 'Yoon Young-woo', 'Park Jae-wook', 'Lee Dong-yong', 'Jeon Eun-mi', 'Kim Geon', 'Lee Joo-hyung', 'Lee Ji-hye', 'Kim Bo-ryeong', 'Park Hye-sook', 'Baek Seung-hwan', 'Riccardo Ferraresso', 'Ko Kwan-jae', 'Lee Si-hoon', 'Seo Bok-hyeon', 'Shim Soo-mi', 'Yoon Hye-ree', 'Andreas Fronk', 'Anna Elisabeth Rihlmann', 'Rosie Peralta', 'Shin Seung-min', 'Park Seo-jun', 'Kwak Sin-ae', 'Choi Jeong-hyun', 'Kim Ha-eon', 'Lee Eun-hee', 'Choi Ji-won', 'Park Jae-wan', 'Hwang In-gyeong', 'Kim Yeong-jo', 'Kim Jung-woo', 'Lee Sang-kyung', 'Lee Si-hoo', 'Ahn Jin-sang']",4.57,nan,"['Comedy', 'Thriller', 'Drama']",133,['South Korea'],Korean,"['Korean', 'English', 'German']",['Barunson E&A'],3439623,485300,1988042,81000,2268,4771,2059,13286,11258,80331,94527,507107,429259,1390255,2535121,https://letterboxd.com/film/parasite-2019/
Perfect Days,2023,Wim Wenders,"['Koji Yakusho', 'Arisa Nakano', 'Aoi Yamada', 'Tokio Emoto', 'Yumi Asou', 'Sayuri Ishikawa', 'Tomokazu Miura', 'Min Tanaka', 'Miyako Tanaka', 'Long Mizuma', 'Soraji Shibuya', 'Aoi Iwasaki', 'Kisuke Shimazaki', 'Yuriko Kawasaki', 'Aki Kobayashi', 'Bunmei Harada', 'Reina', 'Shunsuke Miura', 'Gan Furukawa', 'Atsushi Fukazawa', 'Taijirō Tamura', 'Masahiro Koumoto', 'Makiko Okamoto', 'Daigo Matsui', 'Nao Takahashi', 'Nari Saitô', 'Hiroto Oshita', 'Naoko Ken', 'Mijika Nagai', 'Motomi Makiguchi', 'Isao Matsui', 'Aoi Yoshida', 'Tomoyuki Shibata', 'Inuko Inuyama', 'Morooka Moro', 'Morio Agata', 'Nijika Tonouchi', 'Yasushi Okuwa', 'Hairi Katagiri', 'Tateto Serizawa', 'Yoneko Matsukane', 'Tamae Ando']",4.19,nan,['Drama'],125,"['Germany', 'Japan']",Japanese,"['Japanese', 'English']","['Master Mind', 'Wenders Images', 'Spoon.']",76278,33734,33373,1600,66,208,203,825,1155,4081,7873,20697,13659,14162,62929,https://letterboxd.com/film/perfect-days-2023/
The Killing of a Sacred Deer,2017,Yorgos Lanthimos,"['Colin Farrell', 'Nicole Kidman', 'Barry Keoghan', 'Raffey Cassidy', 'Sunny Suljic', 'Bill Camp', 'Alicia Silverstone', 'Herb Caillouet', 'Barry G. Bernson', 'Denise Dal Vera', 'Drew Logan', 'Ming Wang', 'Michael Trester', 'Anita Farmer Bergman', 'Lea Hutton Beasmore', 'Dylan Keith Adams', 'Charles Poole', 'John W. Harden', 'Bryant Bentley', 'Aaron Pullins IV', 'Joanne Popolin', 'Carly Tamborski', 'David Pittinger', 'Michael Lee Bailey', 'John Newsom', 'Robert Gerding', 'William C. Ingram', 'Beverly Kristy']",3.75,nan,"['Thriller', 'Mystery', 'Drama']",121,"['UK', 'USA', 'Ireland']",English,"['English', 'French']","['Element Pictures', 'TPC', 'Film4 Productions', 'New Sparta Films', 'Limp', 'HanWay Films', 'Fís Éireann/Screen Ireland']",650497,134537,180223,3900,2629,5517,4256,16594,19271,64301,90059,158215,61967,47314,470123,https://letterboxd.com/film/the-killing-of-a-sacred-deer/
Little Women,2019,Greta Gerwig,"['Saoirse Ronan', 'Florence Pugh', 'Emma Watson', 'Eliza Scanlen', 'Laura Dern', 'Timothée Chalamet', 'Meryl Streep', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Rafael Silva', 'Mason Alban', 'Emily Edström', 'Maryann Plunkett', 'Hadley Robinson', 'Lonnie Farmer', 'Charlotte Kinder', 'Ana Cruz Kayne', 'Edgar Damatian', 'Erin Rose', 'Lizzie Short', 'Dash Barber', 'Edward Fletcher', 'Sasha Frolova', 'David J. Curtis', 'Abby Quinn', 'Harper Pilat', 'Eowyn Young', 'Lucy Austin', 'Bill Mootos', 'Lewis D. Wheeler', 'Jen Nikolaisen', 'Jonathon Acorn', 'Lilly Englert', 'J.M. Davis', 'Tom Kemp', 'Anthony Estrella', 'Adrianne Krstansky', 'Sophia Gialloreto', 'Lily Gavin', 'Finola Weller Baldet', 'Flannery Gregg', 'Tony Tucker', 'Joanne Caidor', 'Rosario Guillen', 'Lily Peterson', 'Jared Reinfeldt', 'Amber Rothberg']",4.13,nan,"['Romance', 'Drama']",135,['USA'],English,"['English', 'French']","['Columbia Pictures', 'Regency Enterprises', 'Pascal Pictures']",1778095,316526,791089,81000,1706,5088,3222,20422,19454,111854,117664,345579,175369,439111,1239469,https://letterboxd.com/film/little-women-2019/
Aquaman and the Lost Kingdom,2023,James Wan,"['Jason Momoa', 'Patrick Wilson', 'Yahya Abdul-Mateen II', 'Randall Park', 'Amber Heard', 'Nicole Kidman', 'Dolph Lundgren', 'Temuera Morrison', 'Indya Moore', 'Pilou Asbæk', 'Jani Zhao', 'Vincent Regan', 'Martin Short', 'John Rhys-Davies', 'Natalia Safran', 'Samuel Gosrani', 'Jay Rincon', 'Sohm Kapila', 'Ricardo Molina', 'Ingrid Bisu', 'Grant Huggair', 'Osian Roberts', 'Jonny Vaughton', 'Jay McDonald', 'Jonathan Bremner', 'Jack Waldouck', 'Tyler Burger', 'Maddox Cruz-Porter', 'River Ao Moemoeā Green', 'Nikau Keats Green', 'Bodhi McCabe', 'Elliot Oben-Perpa', 'Lucian Oben-Perpa', 'Arthur Rowe-Mayer', 'Noah Rowe-Mayer', 'Julie Chang', 'Mark Kwak', 'Dylan Silver', 'Jon Birkbeck', 'Michael Beach', '에볼루션카지노(Evolution Casino)', '더킹플러스카지노', '스페이스맨카지노', '플러스카지노', '프리카지노', '로즈카지노', '샌즈카지노']",2.28,nan,"['Fantasy', 'Action', 'Adventure']",124,['USA'],English,"['English', 'Korean']","['Warner Bros. Pictures', 'The Safran Company', 'Atomic Monster', 'DC Films', 'Domain Entertainment']",119617,42627,16516,43,3313,7512,9125,20509,20157,23997,9968,5757,915,2009,103262,https://letterboxd.com/film/aquaman-and-the-lost-kingdom/
NYAD,2023,"Elizabeth Chai Vasarhelyi, Jimmy Chin","['Annette Bening', 'Jodie Foster', 'Rhys Ifans', 'Ethan Jones Romero', 'Luke Cosgrove', 'Jeena Yi', 'Eric T. Miller', 'Anne Marie Kempf', 'Carolyn McCormick', 'Marcos Diaz', 'Belle Darling', 'Pearl Darling', 'Johnny Solo', 'Anna Harriette Pittman', 'Hanler Rodriguez', 'Harraka Eliana', 'Marcella Acuña Báez', 'Sophia Hernandez', 'Katherine Klosterman', 'Toussaint Merionne', 'Tisola Logan', 'Orpha Salimata', 'Erica Cho', 'Marina Vasarhelyi-Chin', 'James Vasarhelyi-Chin', 'Nadia Lorencz', 'Marcus Young', 'Karly Rothenberg', 'Grace Subervi', 'Stephen Schnetzer', 'Elizabeth Chahin', 'Garland Scott', 'Iván Oleaga', 'Jose Mota Prestol', 'Melissa R. Stubbs', 'Mauricio Adrian', 'Samantha Gordon', 'Lilo Grunwald', 'Diana Nyad', 'Bonnie Stoll']",3.25,nan,"['Drama', 'History']",121,"['Switzerland', 'USA']",English,['English'],"['Black Bear Pictures', 'Mad Chance', 'SPG3 Entertainment', 'Zurich Avenue']",64516,24523,12332,32,101,377,729,3356,5989,16403,12869,9928,1882,2760,54394,https://letterboxd.com/film/nyad/
Dumb Money,2023,Craig Gillespie,"['Paul Dano', 'Shailene Woodley', 'America Ferrera', 'Pete Davidson', 'Seth Rogen', 'Myha’la Herrold', 'Talia Ryder', 'Anthony Ramos', 'Nick Offerman', 'Sebastian Stan', 'Rushi Kota', 'Kate Burton', 'Clancy Brown', ""Vincent D'Onofrio"", 'Olivia Thirlby', 'Dane DeHaan', 'Larry Owens', 'Andrea Cárdenas', 'Noel Tyler Torres', 'Nicolas Calero', 'Gerardo Rodriguez', 'Rosalie Berrido', 'Zora Casebere', 'Deniz Akdeniz', 'Avery Cole', 'Denis Ooi', 'Christina Brucato', 'David Faber', 'Khaya Fraites', 'Lucille Bhisitkul', 'Leyla Eden', 'Mason Eden', 'Anwar Hernandez', 'Anwar Wolf', 'Brian David Tracy', 'Ann Marie Yoo', 'Marco Formosa', 'Tim Hayes', 'Dillon Geyselaers', 'Bryan Burton', 'Kristin Carey', 'Ryan Hansinger', 'Sal Rendino', 'Stephen Reich', 'Ryan Matthew White', 'Jordan Ryan Griffin', 'Teddy Day', 'Anna Fikhman', 'Winslow Bright', 'Alex Goncalves Coelho', 'Charlize Orr', 'Chasity Orr', 'Faith Taylor', 'Mia Fowler', 'Zeshaun Saleem', 'Zac Branciforte', 'Benjamin Simpson', 'Brian Lucas', 'Christian Maverick White', 'Dean Simone', 'Kirk Moody', 'Dustin Wayne', 'Merrick Hanna', 'Artoun Nazareth', 'Alexander Jo', 'Marcus Briddell', 'Kaliswa Brewster', 'Chase Fein', 'Dann Fink', 'Christopher Gray', 'Jess Kaliban', 'Trevor McGhie', 'Turna Mete', 'Richie Moriarty', 'Joanna Parson', 'Armando Riesco', 'Rebecca Soler', 'Alexandria Ocasio-Cortez', 'Dave Portnoy']",3.29,nan,"['Drama', 'History']",104,['USA'],English,"['English', 'Spanish']","['Black Bear Pictures', 'Ryder Picture Company', 'Winklevoss Pictures']",130648,35363,30374,45,334,938,1245,5140,9578,31418,33511,23011,3595,3285,112055,https://letterboxd.com/film/dumb-money/
10 Things I Hate About You,1999,Gil Junger,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt', 'Larisa Oleynik', 'David Krumholtz', 'Andrew Keegan', 'Susan May Pratt', 'Gabrielle Union', 'Larry Miller', 'Daryl Mitchell', 'Allison Janney', 'David Leisure', 'Greg Jackson', 'Kyle Cease', 'Terence Heuston', 'Cameron Fraser', 'Eric Riedmann', 'Quinn Maixner', 'Demegio Kimbrough', 'Todd Butler', 'Dennis Mosley', 'Bianca Kajlich', 'Nick Vukelic', 'Ben Laurance', 'Aidan Kennedy', 'Jelani Quinn', 'Jesse Dyer', 'Aaron Therol', 'Carlos Lacámara', 'Heather Taylor', 'Joshua Thorpe', 'J.R. Johnson', 'Wendy Gottlieb', 'Brian Hood', 'Travis Muller', 'Ari Karczag', 'Laura Kenny', 'Alice Evans', 'Jesper Inglis', 'Nick Brown', 'Monique Powell', 'Brian Mashburn', 'Kay Hanley', 'Michael Eisenstein']",3.97,nan,"['Comedy', 'Romance', 'Drama']",97,['USA'],English,"['English', 'French']","['Mad Chance', 'Jaret Entertainment']",1863255,242480,743841,57000,1363,4198,3356,20585,25276,136147,146536,321982,105554,376402,1141399,https://letterboxd.com/film/10-things-i-hate-about-you/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",4.24,nan,"['Science Fiction', 'Romance', 'Drama']",108,['USA'],English,['English'],"['Focus Features', 'Anonymous Content', 'This Is That']",2087741,314283,884409,89000,2052,6184,3382,21608,17817,105028,115878,374413,216383,486855,1349600,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/
Dune,2021,Denis Villeneuve,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Josh Brolin', 'Stellan Skarsgård', 'Dave Bautista', 'Sharon Duncan-Brewster', 'Stephen McKinley Henderson', 'Zendaya', 'Chang Chen', 'Charlotte Rampling', 'Jason Momoa', 'Javier Bardem', 'David Dastmalchian', 'Babs Olusanmokun', 'Golda Rosheuvel', 'Roger Yuan', 'Benjamin Clémentine', 'Souad Faress', 'Seun Shote', 'Neil Bell', 'Oliver Ryan', 'Stephen Collins', 'Charlie Rawes', 'Richard Carter', 'Benjamin Dilloway', 'Elmi Rashid Elmi', 'Tachia Newall', 'Gloria Obianyo', 'Fehinti Balogun', 'Dora Kápolnai-Schvab', 'Joelle', 'Jimmy Walker', 'Paul Bullion', 'Milena Sidorova', 'János Timkó', 'Jean Gilpin', 'Marianne Faithfull', 'Ellen Dubin']",3.89,nan,"['Science Fiction', 'Adventure']",155,['USA'],English,"['English', 'Chinese']",['Legendary Pictures'],2014215,257711,731247,18000,6334,18300,8945,54320,44175,187348,191615,466610,234290,271310,1483247,https://letterboxd.com/film/dune-2021/
The Curse,2023,"Nathan Fielder, David Zellner","['Emma Stone', 'Nathan Fielder', 'Benny Safdie']",4.23,nan,"['Comedy', 'Drama']",591,['USA'],English,['English'],"['A24', 'Elara Pictures', 'Fruit Tree', 'Showtime Networks', 'Blow Out']",37547,5032,17487,267,71,154,99,323,367,1188,1979,6968,6065,8930,26144,https://letterboxd.com/film/the-curse-2023/
Gone Girl,2014,David Fincher,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon', 'Kim Dickens', 'Patrick Fugit', 'David Clennon', 'Lisa Banes', 'Missi Pyle', 'Emily Ratajkowski', 'Casey Wilson', 'Lola Kirke', 'Boyd Holbrook', 'Sela Ward', 'Lee Norris', 'Jamie McShane', 'Leonard Kelly-Young', 'Kathleen Rose Perkins', 'Pete Housman', 'Lynn Adrianna', 'Mark Atteberry', 'Darin Cooper', 'Kate Campbell', 'Brett Leigh', 'Antonio St. James', 'Lauren Glazier', ""Julia Prud'homme"", 'Cooper Thornton', 'Casey Ruggieri', 'Cyd Strittmatter', 'Ashley Didion', 'Lexis Nutt', 'L.A. Williams', 'Blake Sheldon', 'Sean Guse', 'Ricky Wood', 'Fred Cross', 'Scott Takeda', 'Donna Rusch', 'Kathy Sweeney-Meadows', 'Mark T Anderson', 'Scoot McNairy', 'Marc Abbink', 'Christina Alex', 'Samuel Baca', 'Bill Blair', 'Thomas R. Baker', 'Gregoer Boru', 'Will C.', 'Caroline Clements', 'Nancy DeMars', 'Davina Joy', 'Michael James Kelly', 'Elester Latham', 'Aaron Massey', 'Orion McCabe', 'Roz McHenry', 'Bryan McKinley', 'Teebone Mitchell', 'Justin Nesbitt', 'Mark Parrish', 'Jaclyn Rose', 'Sahlima', 'Joel Shock', 'Robert Tarpinian', 'Tracy Weisert', 'Michelle Winters', 'Tracy Brotherton', 'Matilde Matteucci', 'Dale Shane', 'Joey Courteau', 'Kyle Hinton']",4.06,nan,"['Drama', 'Thriller', 'Mystery']",149,['USA'],English,['English'],"['20th Century Fox', 'Regency Enterprises']",2368304,283841,885634,35000,2218,6644,3789,28494,24893,162565,171592,530172,242606,391878,1564851,https://letterboxd.com/film/gone-girl/
Lady Bird,2017,Greta Gerwig,"['Saoirse Ronan', 'Laurie Metcalf', 'Tracy Letts', 'Beanie Feldstein', 'Lucas Hedges', 'Timothée Chalamet', 'Stephen McKinley Henderson', 'Jordan Rodrigues', 'Marielle Scott', 'Lois Smith', 'Odeya Rush', 'Jake McDorman', 'John Karna', 'Bayne Gibby', 'Laura Marano', 'Marietta DePrima', 'Daniel Zovatto', 'Kristen Cloke', 'Andy Buckley', 'Paul Keller', 'Kathryn Newton', 'Myra Turley', 'Bob Stephenson', 'Abhimanyu Katyal', 'Chris Witaske', 'Ben Konigsberg', 'Gurpreet Gill', 'Richard Jin Namkung', ""Joan Patricia O'Neil"", 'Robert Figueroa', 'Carla Valentine', 'Roman Arabia', 'Monique Edwards', 'Matthew Maher', 'Anita Kalathara', 'Debra Miller', 'Georgia Leva', 'Derek Butler', 'London Thor', ""Shaelan O'Connor"", 'Christina Offley', 'Sabrina Schloss', 'Connor Mickiewicz', 'Erik Daniells', 'Cynthia Cales', 'Giselle Grams', 'Ithamar Enriquez', 'Luisa Lee', 'Danielle Macdonald', 'Adam Brock', 'Bonnie Jean Shelton', 'Rebecca Light', 'Janet Song']",3.86,nan,"['Comedy', 'Drama']",94,['USA'],English,['English'],"['IAC Films', 'Scott Rudin Productions', 'Entertainment 360']",2299810,325146,930674,50000,5065,15014,8038,54914,42769,231743,196148,473179,166338,352765,1545973,https://letterboxd.com/film/lady-bird/
Foe,2023,Garth Davis,"['Saoirse Ronan', 'Paul Mescal', 'Aaron Pierre', 'Jordan Chodziesner', 'William Freeman', 'Jalen Ong', 'Patrick Williams', 'David Woods', 'Yesse Spence', 'Shamita Sivabalan', 'Gavin Coleman']",2.59,nan,"['Science Fiction', 'Drama', 'Thriller', 'Mystery']",111,"['Australia', 'USA']",English,['English'],"['I Am That', 'See-Saw Films', 'Anonymous Content']",63161,15220,7970,55,815,3147,3802,11070,9921,12283,6130,4801,967,1473,54409,https://letterboxd.com/film/foe-2023/
Aftersun,2022,Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Brooklyn Toulson', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']",4.25,nan,['Drama'],102,"['Turkey', 'UK', 'USA']",English,"['English', 'Turkish', 'Spanish']","['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI', 'AZ Celtic Films']",775457,216530,342049,44000,1097,2460,1715,8746,10648,42325,61100,170647,126932,219446,645116,https://letterboxd.com/film/aftersun/
Pulp Fiction,1994,Quentin Tarantino,"['John Travolta', 'Samuel L. Jackson', 'Uma Thurman', 'Bruce Willis', 'Ving Rhames', 'Harvey Keitel', 'Eric Stoltz', 'Tim Roth', 'Amanda Plummer', 'Maria de Medeiros', 'Quentin Tarantino', 'Christopher Walken', 'Rosanna Arquette', 'Peter Greene', 'Duane Whitaker', 'Angela Jones', 'Phil LaMarr', 'Steve Buscemi', 'Bronagh Gallagher', 'Laura Lovelace', 'Frank Whaley', 'Burr Steers', 'Paul Calderon', 'Jerome Patrick Hoban', 'Michael Gilden', 'Gary Shorelle', 'Susan Griffiths', 'Eric Clark', 'Joseph Pilato', 'Brad Blumenthal', 'Lorelei Leslie', 'Emil Sitka', 'Brenda Hillhouse', 'Chandler Lindauer', 'Sy Sher', 'Robert Ruth', 'Rich Turner', 'Don Blakely', 'Carl Allen', 'Karen Maruyama', 'Kathy Griffin', 'Venessia Valentino', 'Linda Kaye', 'Stephen Hibbert', 'Alexis Arquette', 'Julia Sweeney', 'Lawrence Bender', 'Cie Allman', 'Rene Beard', 'Lori Pizzo', 'Glendon Rich', 'Devan Richardson', 'Ani Sava', 'Richard Rossi']",4.27,nan,"['Crime', 'Thriller']",154,['USA'],English,"['English', 'Spanish', 'French']","['Miramax', 'A Band Apart', 'Jersey Films']",3023426,376963,1330144,65000,3977,10209,4285,30654,22341,148554,137457,522825,300220,746870,1927392,https://letterboxd.com/film/pulp-fiction/
(500) Days of Summer,2009,Marc Webb,"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Geoffrey Arend', 'Chloë Grace Moretz', 'Matthew Gray Gubler', 'Clark Gregg', 'Patricia Belcher', 'Rachel Boston', 'Minka Kelly', 'Charles Walker', 'Ian Reed Kesler', 'Darryl Alan Reed', 'Valente Rodriguez', 'Yvette Nicole Brown', 'Nicole Vicius', 'Natalie Boren', 'Maile Flanagan', 'Darryl Sivad', 'Gregory A. Thompson', 'Michael Bodie', 'John Mackie', 'Jacob Stroop', 'Kevin Michael', 'Sid Wilner', 'Richard McGonagle', 'Jean-Paul Vignon', 'Bryan Anthony', 'Sybil Azur', 'Cheryl Baxter', 'Gus Carr', 'John R. Corella', 'Nadine Ellis', 'Alejandro Estornel', 'Nathaniel Flatt', 'Reshma Gajjar', 'Tiffany Granath', 'Jennifer Hamilton', 'Brandon Henschel', 'Michael Higgins', 'Kenneth Hughes', 'Alexandra Nicole Hulme', 'John Jacquet Jr.', 'Jennifer Lee Keyes', 'Tim Lacatena', 'Rebecca Lin', 'Gelsey Weiss', 'Katie Malia', 'Anthony Marciona', 'Christopher Martinez', 'Vivian Nixon', 'Tracy Phillips', 'Nathan Prevost', 'Jamie Shea', 'Ryan Thomas', 'Christian Vincent', 'Jull Weber', 'Adam Emery', 'Olivia Howard Bagg', 'Chris Connell', 'Samantha Krutzfeldt', 'Jason Robinson', 'Kathryn Weisbeck', 'Eileen Álvarez', 'Jennifer Hetrick', 'Pleasant Wayne']",3.65,nan,"['Romance', 'Comedy', 'Drama']",95,['USA'],English,"['English', 'French', 'Swedish']","['Fox Searchlight Pictures', 'Watermark Pictures', 'Dune Entertainment III']",1559618,154433,450681,20000,4655,11665,7383,38203,40066,166618,173600,283505,83735,138382,947812,https://letterboxd.com/film/500-days-of-summer/
