Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,Hideaki Anno,"['Megumi Ogata', 'Yuko Miyamura', 'Maaya Sakamoto', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuriko Yamaguchi', 'Tomokazu Seki', 'Tetsuya Iwanaga', 'Junko Iwao', 'Miki Nagasawa', 'Koki Uchiyama', 'Fumihiko Tachiki', 'Motomu Kiyokawa', 'Akira Ishida', 'Koichi Yamadera', 'Ryunosuke Kamiki', 'Mariya Ise', 'Miyuki Sawashiro', 'Takehito Koyasu', 'Akio Otsuka', 'Anri Katsu', 'Hiro Yuuki', 'Sayaka Ohara', 'Joe Fria']",4.25,4.0,"['Drama', 'Science Fiction', 'Action', 'Animation']",155,['Japan'],Japanese,['Japanese'],['khara'],94351,25993,41308,2500,432,534,500,1353,1493,4326,6149,16094,13947,25704,70532,https://letterboxd.com/film/evangelion-3010-thrice-upon-a-time/
The Shining,1980,Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Lia Beldam', 'Billie Gibson', 'Barry Dennen', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Alison Coleridge', 'Burnell Tucker', 'Jana Shelden', 'Kate Phelps', 'Norman Gay', 'Paul Desbois', 'Vivian Kubrick', 'Derek Lyons', 'Alan Harris', 'Peter McNamara', 'Guy Standeven', 'Reg Thomason']",4.25,5.0,"['Horror', 'Thriller']",144,"['UK', 'USA']",English,['English'],"['Warner Bros. Pictures', 'Peregrine', 'Hawk Films', 'The Producer Circle Co.']",2395653,396552,953785,42000,2290,6305,3514,23850,19253,123761,121118,425946,233818,546748,1506603,https://letterboxd.com/film/the-shining/
The Grand Budapest Hotel,2014,Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Tony Revolori', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Edward Norton', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Florian Lukas', 'Bob Balaban', 'Fisher Stevens', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Uwe Holoubek', 'Larry Pine', 'Karl Markovics', 'Volker Michalowski', 'Daniel Steiner', 'Hendrik von Bültzingslöwen', 'Lisa Kreuzer', 'Rainer Reiners', 'Sabine Urig', 'Matthias Matschke', 'Philipp Sonntag', 'Hans Martin Stier', 'Giselda Volodi', 'Neal Huff', 'Steffen Scheumann', 'Milton Welsh', 'Piet Paes', 'Michaela Caspar', 'Heike Hanold-Lynch', 'Roy Macready', 'Carl Sprague', 'Golo Euler', 'Roman Berger', 'Michael Benthin', 'Lucas Hedges', 'Wolfgang Ceczor', 'Georg Tryphon', 'Gabriel Rush', 'Hannes Wegener', 'Gerald Sullivan', 'Ben Howard', 'Marko Dyrlich', 'Jella Niemann', 'Marcel Mazur', 'Robert Bienas', 'Oliver Claridge', 'Bernhard Kremser', 'Kunichi Nomura', 'Sister Anna Rademacher', 'Heinz-Werner Jeschkowski', 'Sabine Euler', 'Renate Klein', 'Paul Schlase', 'Darin Damjanow', 'Dar Ronge', 'Robin Hurlstone', 'Jutta Westphal', 'Gisela Bech', 'Birgit Müller', 'Ursula Kuhnt', 'Monika Krüger', 'Wolfram Nielacny', 'John Peet', 'Jürgen Schwämmle', 'Frank Jacob', 'Lennart Meyer', 'Alfred Hänel', 'Manpreet Gerlach', 'David Adamik', 'Moritz Hepper', 'David Cioffi', 'Oliver Hazell', 'Bohumil Váchal', 'Ed Munro', 'Francesco Zippel', 'Enrico Hoffmann', 'Marie Goyette', 'Jeno Orosz', 'Gyula Lukács', 'Georg Rittmannsperger', 'Dirk Bossmann', 'Arwin Lobedann', 'Matthias Holfert', 'Reinhold Hegelow', 'Steffen Nixdorf', 'Manfred Lindner']",4.25,4.5,"['Drama', 'Comedy']",100,"['Germany', 'USA']",English,"['English', 'French']","['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']",2328234,339510,1015253,54000,1479,5304,2492,20610,16950,121732,133038,475541,270760,498013,1545919,https://letterboxd.com/film/the-grand-budapest-hotel/
Solaris,1972,Andrei Tarkovsky,"['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Vladislav Dvorzhetsky', 'Georgiy Teykh', 'Sos Sargsyan', 'Olga Barnet', 'Tamara Ogorodnikova']",4.25,4.5,"['Mystery', 'Science Fiction', 'Drama']",167,['USSR'],Russian,['Russian'],"['Unit Four', 'Creative Unit of Writers & Cinema Workers', 'Mosfilm']",195371,85255,61948,3300,276,624,532,2224,2551,8844,12640,33566,26234,32888,120379,https://letterboxd.com/film/solaris/
Aftersun,2022,Charlotte Wells,"['Paul Mescal', 'Frankie Corio', 'Brooklyn Toulson', 'Celia Rowlson-Hall', 'Sally Messham', 'Ayşe Parlak', 'Sophia Lamanova', 'Spike Fearn', 'Harry Perdios', 'Frank Corio', 'Ruby Thompson', 'Ethan James Smith', 'Onur Ekşioğlu', 'Cafer Karahan', 'Kayleigh Coleman', 'John Stuifzand', 'Tyler Mutlu', 'Kieran Burton', 'Nijat Gachayev', 'Sarah Makharine', 'Erol Cengizalp', 'Djamel Turner']",4.25,4.5,['Drama'],102,"['Turkey', 'UK', 'USA']",English,"['English', 'Turkish', 'Spanish']","['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI', 'AZ Celtic Films']",775457,216530,342049,44000,1097,2460,1715,8746,10648,42326,61100,170647,126931,219447,645117,https://letterboxd.com/film/aftersun/
Mulholland Drive,2001,David Lynch,"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller', 'Mark Pellegrino', 'Robert Forster', 'Brent Briscoe', 'Dan Hedaya', 'Angelo Badalamenti', 'Monty Montgomery', 'Lee Grant', 'James Karen', 'Chad Everett', 'Richard Green', 'Rebekah Del Rio', 'Melissa George', 'Jeanne Bates', 'Dan Birnbaum', 'Lori Heuring', 'Marcus Graham', 'Michael J. Anderson', 'Patrick Fischler', 'Michael Cooke', 'Bonnie Aarons', 'Geno Silva', 'Billy Ray Cyrus', 'Vincent Castellanos', 'Wayne Grace', 'Rita Taggart', 'Michele Hicks', 'Lisa Lackey', 'Tad Horino', 'Missy Crider', 'Kate Forster', 'Tony Longo', 'Michael Fairman', 'Scott Coffey', 'Rena Riffel', 'Katharine Towne', 'Michael Des Barres', 'Robert Katims', 'Randall Wulff', 'Maya Bond', 'Joseph Kearney', 'Enrique Buelna', 'Richard Mead', 'Daniel Rey', 'David Schroeder', 'Tom Morris', 'Mo Gallini', 'Diane Nelson', 'Charles Croughwell', 'Lisa K. Ferguson', 'William Ostrander', 'Brian Beacock', 'Blake Lindsley', 'Adrien Curry', 'Tyrah M. Lindsey', 'Michael D. Weatherred', 'Johanna Stein', 'Conte Candoli', 'Cori Glazer', 'Lyssie Powell', 'Kimberly Clever', 'Joshua Collazo', 'David Frutos', 'Peter Loggins', 'Theresa Salazar', 'Thea Samuels', 'Christian Thompson', 'Sean Everett']",4.25,5.0,"['Mystery', 'Drama', 'Thriller']",147,"['France', 'USA']",English,"['English', 'Spanish']","['Asymmetrical Productions', 'Les Films Alain Sarde', 'Babbo Inc.', 'The Picture Factory', 'Canal+', 'StudioCanal']",779581,230765,277334,31000,2159,4449,2615,11467,9944,38711,44956,126011,89121,173640,503073,https://letterboxd.com/film/mulholland-drive/
Ugetsu,1953,Kenji Mizoguchi,"['Machiko Kyō', 'Mitsuko Mito', 'Kinuyo Tanaka', 'Masayuki Mori', 'Eitarō Ozawa', 'Sugisaku Aoyama', 'Mitsusaburō Ramon', 'Ryōsuke Kagawa', 'Kichijirō Ueda', 'Shōzō Nanbu', 'Kikue Mōri', 'Ryūzaburō Mitsuoka', 'Ichirō Amano', 'Eigorō Onoe', 'Saburo Date', 'Fumihiko Yokoyama', 'Ichisaburo Sawamura', 'Koji Murata', 'Yukio Horikita', 'Akira Shimizu', 'Shuntaro Tamamura', 'Shirō Osaki', 'Toshio Chiba', 'Hachiro Okuni', 'Shirō Miura', 'Hajime Koshikawa', 'Tetsu Mikami', 'Jun Fujikawa', 'Takaji Fukui', 'Eiji Ishikura', 'Tokurin Takeda', 'Koji Kanda', 'Masayoshi Kikuno', 'Michio Yuri', 'Sô Funagami', 'Shigeru Hasegawa', 'Teruko Omi', 'Keiko Koyanagi', 'Masako Tomura', 'Tokiko Mita', 'Tokuko Ueda', 'Sachiko Soma', 'Reiko Kongō', 'Ikkei Tamaki']",4.25,4.0,"['Fantasy', 'Drama', 'Mystery']",96,['Japan'],Japanese,['Japanese'],['Daiei Film'],60965,44574,18820,437,29,84,74,320,629,2713,5062,12114,8118,9447,38590,https://letterboxd.com/film/ugetsu/
Ace in the Hole,1951,Billy Wilder,"['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall', 'Frank Cady', 'Richard Benedict', 'Ray Teal', 'Lewis Martin', 'John Berkes', 'Frances Dominguez', 'Gene Evans', 'Frank Jaquet', 'Harry Harvey', 'Bob Bumpas', 'Geraldine Hall', 'Richard Gaines', 'Oscar Belinda', 'Martin Bendleton', 'Basil Chester', 'Ken Christy', 'Stewart Kirk Clawson', 'Iron Eyes Cody', 'Francisco Day', 'Lester Dorr', 'Claire Du Brey', 'Edith Evanson', 'William Fawcett', 'John Stuart Fulton', 'Joe Gray', 'Charles Griffin', 'Larry Hogan', 'Frank Keith', 'Bob Kortman', 'Martha Maryman', 'Stanley McKay', 'Joe J. Merrill', 'Paul D. Merrill', 'Lee Miller', 'Ralph Moody', 'Bert Moorhouse', ""William H. O'Brien"", 'Frank Andrew Parker', 'Martin Pendleton', 'William N. Peters', 'Timothy Carey', 'Bill Ramsey', 'Jack Roberts', 'Bill Sheehan', 'Bert Stevens', ""John 'Bub' Sweeney"", 'Rythem Wranglers']",4.24,4.0,['Drama'],111,['USA'],English,"['English', 'Latin', 'Spanish']",['Paramount'],58599,38294,17923,191,23,50,49,296,449,2333,4863,13452,9825,7303,38643,https://letterboxd.com/film/ace-in-the-hole/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",4.24,5.0,"['Science Fiction', 'Romance', 'Drama']",108,['USA'],English,['English'],"['Focus Features', 'Anonymous Content', 'This Is That']",2087751,314282,884413,89000,2052,6184,3382,21608,17817,105028,115878,374413,216383,486855,1349600,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/
Children of Paradise,1945,Marcel Carné,"['Arletty', 'Jean-Louis Barrault', 'Pierre Brasseur', 'María Casares', 'Marcel Herrand', 'Louis Salou', 'Pierre Renoir', 'Jane Marken', 'Gaston Modot', 'Fabien Loris', 'Marcel Pérès', 'Etienne Decroux', 'Marcelle Monthil', 'Louis Florencie', 'Habib Benglia', 'Rognoni', 'Jacques Castelot', 'Paul Frankeur', 'Albert Rémy', 'Robert Dhéry', 'Auguste Bovério', 'Paul Demange', 'Lucienne Legrand', 'Maurice Schutz', 'Joe Alex', 'Nicolas Bataille', 'Gérard Blain', 'Bill Bocket', 'Albert Broquin', 'Jacques Josselin', 'Paul Temps', 'Michel Vadet', 'Roger Vincent', 'Rivers Cadet', 'Jean Carmet', 'Jean Diéner', 'Guy Favières', 'Jean Gold', 'Gustave Hamilton', 'Jean Lanier', 'Léon Larive', 'Marcel Melrac', 'André Numès', 'Raphaël Patorni', 'Pierre Palau', 'Lucien Walter', 'Cynette Quero']",4.24,4.0,"['Drama', 'Romance']",191,['France'],French,['French'],['Société Nouvelle Pathé Cinéma'],25914,31393,7608,504,29,53,46,233,321,1090,1522,3753,2920,4915,14882,https://letterboxd.com/film/children-of-paradise/
Opening Night,1977,John Cassavetes,"['Gena Rowlands', 'John Cassavetes', 'Ben Gazzara', 'Joan Blondell', 'Paul Stewart', 'Zohra Lampert', 'Laura Johnson', 'John Tuell', 'Ray Powers', 'John Finnegan', 'Louise Lewis', 'Fred Draper', 'Katherine Cassavetes', 'Lady Rowlands', 'Carol Warren', 'Briana Carver', 'Angelo Grisanti', 'Meade Roberts', 'Eleanor Zee', 'David Rowlands', 'Sharon Van Ivan', 'Jimmy Christie', 'James Karen', 'Jimmy Joyce', 'Sherry Bain', 'Sylvia Davis Shaw', 'Peter Lampert', 'Patrick Labyorteaux', 'Roni-Sue Kiser', 'Naomi Stevens', 'Seymour Cassel', 'Peter Falk', 'Peter Bogdanovich']",4.24,nan,['Drama'],144,['USA'],English,['English'],['Faces Distribution'],44872,28919,16705,1000,27,77,70,374,465,1710,3248,8835,6764,7702,29272,https://letterboxd.com/film/opening-night/
Vertigo,1958,Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers', 'Alfred Hitchcock', 'David Ahdar', 'Sara Taft', 'Ezelle Poule', 'John Benson', 'Paul Bryar', 'Steve Conte', 'Fred Graham', 'Forbes Murray']",4.24,5.0,"['Romance', 'Thriller', 'Mystery']",129,['USA'],English,['English'],"['Paramount', 'Alfred J. Hitchcock Productions']",680921,186751,212117,11000,578,1346,1147,5810,7273,33428,45888,121438,73270,125196,415374,https://letterboxd.com/film/vertigo/
Rififi,1955,Jules Dassin,"['Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey', 'Pierre Grasset', 'Robert Hossein', 'Marcel Lupovici', 'Dominique Maurin', 'Magali Noël', 'Marie Sabouret', 'Claude Sylvain', 'Jules Dassin', 'Armandel', 'Alain Bouvette', 'Alice Garan', 'André Dalibert', 'Jacques David', 'Émile Genevois', 'Marcelle Hainia', 'Marcel Lesieur', 'Daniel Mendaille', 'Huguette Montréal', 'Lita Recio', 'Fernand Sardou', 'Jacques Besnard', 'Teddy Bilis', 'Marcel Rouzé', 'Roger Rudel']",4.24,5.0,"['Crime', 'Drama', 'Thriller']",118,['France'],French,"['French', 'English', 'Italian']","['Indusfilms', 'Société Nationale Pathé Cinéma', 'Prima Films']",46895,31230,14057,188,23,47,57,225,346,1809,4055,10723,7365,5989,30639,https://letterboxd.com/film/rififi/
Some Like It Hot,1959,Billy Wilder,"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', ""Noble 'Kid' Chissell"", 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney', 'Georgia Joan Hannan']",4.24,4.5,"['Romance', 'Crime', 'Comedy']",122,['USA'],English,['English'],"['The Mirisch Company', 'Ashton Productions', 'United Artists']",302730,99964,98856,4200,143,335,366,1831,2691,13144,21183,56325,33887,48298,178203,https://letterboxd.com/film/some-like-it-hot/
The King of Comedy,1982,Martin Scorsese,"['Robert De Niro', 'Jerry Lewis', 'Sandra Bernhard', 'Diahnne Abbott', 'Shelley Hack', 'Frederick de Cordova', 'Kim Chan', 'Ed Herlihy', 'Lou Brown', 'Margo Winkler', 'Ralph Monaco', 'Catherine Scorsese', 'Cathy Scorsese', 'Loretta Tupper', 'Peter Potulski', 'Vinnie Gonzales', 'Whitey Ryan', 'Doc Lawless', 'Marta Heflin', 'Chuck Low', 'Katherine Wallach', 'Charles Kaleina', 'Richard Baratz', 'Leslie Levinson', 'Alan Potashnick', 'Michael Kolba', 'Robert Colston', 'Ramon Rodriguez', 'Chuck Coop', 'Sel Vitella', 'Tony Boschetti', 'Tony Randall', 'Jay Julien', 'Joe Strummer', 'Paul Simonon', 'Kosmo Vinyl', 'Ellen Foley', 'Pearl Harbour', 'Gaby Salter', 'Jerry Baxter-Worman', 'Don Letts', 'Matt Russo', 'Thelma Lee', 'Joyce Brothers', 'Bill Minkin', 'George Kapp', 'Victor Borge', 'Rob-Jamere Wess', 'Audrey Dummett', ""June Prud'Homme"", 'Edgar J. Scherick', 'Thomas M. Tolan', 'Ray Dittrich', 'Richard Dioguardi', 'Harry J. Ufland', 'Scotty Bloch', 'Jim Lyness', 'Diane Rachell', 'Dennis Mulligan', 'Tony Devon', 'Peter Fain', 'Michael F. Stodden', 'Gerard Murphy', 'Jimmy Raitt', 'Martin Scorsese', 'Charles Scorsese', 'Mardik Martin', 'William Jorgensen', 'Marvin Scott', 'Chuck Stevens', 'William Littauer', 'Jeff David', 'Mick Jones', 'Liza Minnelli']",4.24,4.0,"['Comedy', 'Drama']",109,['USA'],English,['English'],"['Embassy International Pictures', '20th Century Fox']",320373,99438,113326,2900,125,336,261,1508,2324,13077,29146,84780,58386,43476,233419,https://letterboxd.com/film/the-king-of-comedy/
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,"['Richard Burton', 'Elizabeth Taylor', 'George Segal', 'Sandy Dennis', 'Agnes Flanagan', 'Frank Flanagan']",4.24,4.0,['Drama'],131,['USA'],English,"['English', 'Latin']","['Chenault Productions', 'Warner Bros. Pictures']",84340,44973,25440,1200,101,218,178,779,958,3608,5627,15362,11534,13675,52040,https://letterboxd.com/film/whos-afraid-of-virginia-woolf/
The Iron Giant,1999,Brad Bird,"['Vin Diesel', 'Eli Marienthal', 'Jennifer Aniston', 'Harry Connick Jr.', 'James Gammon', 'Cloris Leachman', 'Christopher McDonald', 'John Mahoney', 'M. Emmet Walsh', 'Jack Angel', 'Bob Bergen', 'Mary Kay Bergman', 'Michael Bird', 'Devon Cole Borisoff', 'Rodger Bumpass', 'Robert Clotworthy', 'Jennifer Darling', 'Zack Eginton', 'Paul Eiding', 'Bill Farmer', 'Charles Howerton', 'Ollie Johnston', 'Sherry Lynn', 'Mickie McGowan', ""Ryan O'Donohue"", 'Phil Proctor', 'Frank Thomas', 'Patti Tippo', 'Brian Tochi', 'Mark Hubley', 'Carole Jeghers', 'Jack Paar']",4.24,4.0,"['Science Fiction', 'Animation', 'Family', 'Adventure']",86,['USA'],English,['English'],['Warner Bros. Feature Animation'],678035,92488,210638,7400,256,780,589,3956,4523,28432,39583,110825,59470,101904,350318,https://letterboxd.com/film/the-iron-giant/
Cure,1997,Kiyoshi Kurosawa,"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru', 'Yoriko Doguchi', 'Denden', 'Ren Osugi', 'Masahiro Toda', 'Misayo Haruki', 'Shun Nakayama', 'Akira Otaka', 'Shôgo Suzuki', 'Touji Kawahigashi', 'Hajime Tanimoto', 'Tarô Suwa', 'Takeshi Mikami', 'Makoto Kakeda', 'Taijirō Tamura', 'Makoto Togashi']",4.24,nan,"['Crime', 'Mystery', 'Thriller', 'Horror']",111,['Japan'],Japanese,['Japanese'],"['Daiei Film', 'Twins Japan']",136019,64601,52747,3800,105,247,265,1098,1695,6587,12481,32177,24213,23999,102867,https://letterboxd.com/film/cure/
The Holdovers,2023,Alexander Payne,"['Paul Giamatti', 'Dominic Sessa', ""Da'Vine Joy Randolph"", 'Carrie Preston', 'Brady Hepner', 'Ian Dolley', 'Jim Kaplan', 'Michael Provost', 'Andrew Garman', 'Naheem Garcia', 'Stephen Thorne', 'Gillian Vigman', 'Tate Donovan', 'Darby Lee-Stack', 'Bill Mootos', 'Dustin Tucker', 'Juanita Pearl', 'Alexander Cook', 'Liz Bishop', 'Cole Tristan Murphy', 'Will Sussbauer', 'Carter Shimp', 'Michael Malvesti', 'Dakota Lustick', 'Melissa McMeekin', 'Jonathan von Mering', 'Rena Maliszewski', 'Osmani Rodriguez', 'Oscar Wahlberg', 'Dan Aid', 'Mike Kaz', 'Kelly AuCoin', 'Colleen Clinton', 'Fred Robbins', 'David J. Curtis', 'Pamela Jayne Morgan', 'Davis Robinson', 'Joe Howell', 'Peter Krasinski', 'Greg Chopoorian', 'Ian Lyons', 'Kevin Fennessy', 'Kevin Daigneault', 'Bhanu Gopal']",4.24,4.5,"['Comedy', 'Drama']",133,['USA'],English,['English'],"['Miramax', 'Gran Via Productions']",524494,171745,233026,7700,205,537,498,2618,4384,22046,47044,152415,121365,107964,459076,https://letterboxd.com/film/the-holdovers/
Dead Poets Society,1989,Peter Weir,"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard', 'Gale Hansen', 'Josh Charles', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'James J. Christy', 'Richard Stites', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Jamie Kennedy', 'Kate Kearney-Patch', 'Jeffrey Santoro']",4.24,3.0,['Drama'],128,['USA'],English,"['English', 'Latin']","['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Witt/Thomas Productions']",1593205,224962,637704,73000,1056,2966,2197,11573,12502,69103,87865,268510,145138,369832,970742,https://letterboxd.com/film/dead-poets-society/
Underground,1995,Emir Kusturica,"['Miki Manojlović', 'Lazar Ristovski', 'Mirjana Joković', 'Slavko Štimac', 'Ernst Stötzner', ""Srđan 'Žika' Todorović"", 'Mirjana Karanović', 'Milena Pavlović Čučilović', ""Danilo 'Bata' Stojković"", 'Borivoje Todorović', 'Davor Dujmović', 'Dr. Nele Karajlić', 'Branislav Lečić', ""Dragoslav 'Dragan' Nikolić"", 'Erol Kadić', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj', 'Branko Cvejić', 'Josif Tatić', 'Zdena Hurtočakova', 'Albena Stavreva', 'Tatjana Kecman', 'Elizabeta Đorevska', 'Peter Mountain', 'Mirsad Tuka', 'Batica Nikalić', 'Desa Biogradlija', 'Zoran Miljković', 'Rick Dano', 'Radovan Marković', 'Ljiljana Jovanović', 'Anja Popović', 'Emir Kusturica']",4.24,4.5,"['Comedy', 'Drama', 'War']",170,"['Bulgaria', 'Czechia', 'France', 'Germany', 'Hungary', 'Yugoslavia']",Serbian,"['Serbian', 'French', 'German']","['Komuna', 'Barrandov Studio']",35128,22482,10828,942,68,102,97,333,421,1356,2229,5925,4645,6553,21729,https://letterboxd.com/film/underground-1995/
Eureka,2000,Shinji Aoyama,"['Koji Yakusho', 'Aoi Miyazaki', 'Masaru Miyazaki', 'Yoichiro Saito', 'Sayuri Kokusho', 'Ken Mitsuishi', 'Yutaka Matsushige', 'Sansei Shiomi', 'Machiko Ono', 'Eihi Shiina', 'Go Riju', 'Kimie Shingyoji', 'Denden', 'Yuji Nakamura', 'Eimei Esumi', 'Yôko Noma', 'Hajime Inoue', 'Seigi Ozeki', 'Tetsuro Honda']",4.23,nan,['Drama'],218,"['Japan', 'France']",Japanese,['Japanese'],"['dentsu Music And Entertainment', ""Les Films de L'Observatoire"", 'Suncent CinemaWorks', 'IMAGICA', 'Tokyo Theatres Company']",10932,10636,3917,417,15,17,26,90,143,453,768,1725,1456,2041,6734,https://letterboxd.com/film/eureka-2000/
