Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
The General,1926,"Buster Keaton, Clyde Bruckman","['History', 'Comedy', 'Action', 'Adventure', 'War', 'Romance']",5,4.19,79,"['USA', 'UK']",English,"['English', 'No spoken language']",109361,49689,29945,"['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Charles Henry Smith', 'Joe Keaton', 'Al St. John', 'Frank Barnes', 'Mike Donlin', 'Tom Nawn', 'Jimmy Bryant', 'Budd Fine', 'Ray Hanford', 'Charles Phillips', 'Eddie Foster', 'Frank Hagney', 'Jack Hanlon', 'Edward Hearn', 'Hilliard Karr', 'Louis Lewyn', 'Elgin Lessley']","['Joseph M. Schenck Productions', 'Buster Keaton Productions']",https://letterboxd.com//film/the-general/
The Deer Hunter,1978,Michael Cimino,"['War', 'Drama']",4,4.18,183,"['UK', 'USA']",English,"['English', 'French', 'Russian', 'Vietnamese']",226463,78560,60377,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage', 'Meryl Streep', 'George Dzundza', 'Rutanya Alda', 'Pierre Segui', 'Amy Wright', 'Richard Kuss', 'Joe Grifasi', 'Dennis Watlington', 'Shirley Stoler', 'Chuck Aspegren', 'Mary Ann Haenel', 'Mady Kaplan', ""Paul D'Amato"", 'Christopher Colombi Jr.', 'Victoria Karnafel', 'Jack Scardino', 'Joe Strnad', 'Helen Tomko', 'Charlene Darrow', 'Jane-Colette Disko', 'Michael Wollet', 'Robert Beard', 'Joe Dzizmba', 'Stephen Kopestonsky', 'John F. Buchmelter III', 'Frank Devore', 'Tom Becker', 'Lynn Kongkham', 'Nongnuj Timruang', 'Po Pao Pee', 'Dale Burroughs', 'Parris Hicks', 'Samui Muang-Intata', 'Sapox Colisium', 'Vitoon Winwitoon', 'Somsak Sengvilai', 'Charan Nusvanon', 'Jiam Gongtongsmoot', 'Chai Peyawan', 'Mana Hansa', 'Sombot Jumpanoi', 'Phip Manee', 'Ding Santos', 'Krieng Chaiyapuk', 'Ot Palapoo', 'Chok Chai Mahasoke', 'Joel Thingvall', 'Gary A. Jones']","['Universal Pictures', 'EMI Films']",https://letterboxd.com//film/the-deer-hunter/
Wild Strawberries,1957,Ingmar Bergman,['Drama'],4.5,4.33,91,['Sweden'],Swedish,"['Swedish', 'Latin']",155535,64454,50390,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh', 'Sif Ruud', 'Gunnar Sjöberg', 'Max von Sydow', 'Åke Fridell', 'Yngve Nordwall', 'Per Sjöstrand', 'Gio Petré', 'Gunnel Lindblom', 'Maud Hansson', 'Ann-Marie Wiman', 'Eva Norée', 'Lena Bergman', 'Monica Ehrling', 'Per Skogsberg', 'Göran Lundquist', 'Helge Wulff', 'Peder Hellman', 'Vendela Rudbäck', 'Ulf Johansson', 'Erik Nordgren', 'Josef Norman', 'Gunnar Olsson', 'Harry Asklund']",['SF Studios'],https://letterboxd.com//film/wild-strawberries/
Wild Tales,2014,Damián Szifron,"['Comedy', 'Drama', 'Thriller']",3.5,4.12,122,"['Argentina', 'Spain']",Spanish,['Spanish'],179133,36819,60479,"['Ricardo Darín', 'Leonardo Sbaraglia', 'Érica Rivas', 'Oscar Martínez', 'Rita Cortese', 'Julieta Zylberberg', 'Darío Grandinetti', 'María Marull', 'Mónica Villa', 'César Bordón', 'Walter Donado', 'Nancy Dupláa', 'Luis Mazzeo', 'María Onetto', 'Osmar Núñez', 'Germán de Silva', 'Diego Velázquez', 'Alan Daicz', 'Diego Gentile', 'Diego Starosta', 'Marcelo Frasca', 'Lucila Mangone', 'Carlos Alberto Vavassori', 'Juan Santiago Linari', 'Andrea Garrote', 'Pablo Moseinco', 'Federico Liss', 'Pablo Chao', 'Noemí Ron', 'Camila Sofía Casas', 'Ramiro Vayo', 'Abián Vainstein', 'Liliana Weimer', 'Claudio Delan', 'Graciela Fodrini', 'Margarita Molfino', 'Marcelo Pozzi', 'Paula Grinszpan', 'Miguel Di Lemme']","['Warner Bros. Pictures', 'El Deseo', 'K & S Films', 'Telefe', 'INCAA', 'Warner Bros. Entertainment España']",https://letterboxd.com//film/wild-tales/
The Third Man,1949,Carol Reed,"['Mystery', 'Thriller']",4.5,4.27,104,['UK'],English,"['English', 'Russian', 'German']",169997,73513,51057,"['Joseph Cotten', 'Alida Valli', 'Orson Welles', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Alexis Chesnakov', 'Thomas Gallagher', 'Herbert Halbik', 'Hannah Norbert', 'Eric Pohlmann', 'Carol Reed', 'Annie Rosar', 'Frederick Schrecker', 'Hugo Schuster', 'Karl Stepanek', 'Theodore Gottlieb', 'Jenny Werner', 'Reed De Rouen']","['London Films Productions', 'British Lion Films']",https://letterboxd.com//film/the-third-man/
Dead Poets Society,1989,Peter Weir,['Drama'],3,4.23,128,['USA'],English,"['English', 'Latin']",1402962,203850,552084,"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard', 'Gale Hansen', 'Josh Charles', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'James J. Christy', 'Richard Stites', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Jamie Kennedy', 'Kate Kearney-Patch', 'Jeffrey Santoro']","['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Witt/Thomas Productions']",https://letterboxd.com//film/dead-poets-society/
The Wages of Fear,1953,Henri-Georges Clouzot,"['Adventure', 'Thriller', 'Drama']",4,4.3,148,"['France', 'Italy']",French,"['French', 'English', 'Spanish', 'Italian', 'German']",50003,36653,15437,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'Antonio Centa', 'Luis De Lima', 'Jo Dest', 'Darío Moreno', 'William Tubbs', 'Darling Légitimus', 'Grégoire Gromoff', 'Joseph Palau-Fabre', 'François Valorbe', 'Pat Hurst']","['Compagnie Industrielle et Commerciale Cinématographique (CICC)', 'Véra Films', 'Fono Roma', 'Filmsonor']",https://letterboxd.com//film/the-wages-of-fear/
"Sherlock, Jr.",1924,Buster Keaton,"['Action', 'Comedy', 'Mystery']",4.5,4.36,45,['USA'],English,"['English', 'No spoken language']",102782,44275,35417,"['Buster Keaton', 'Kathryn McGuire', 'Joe Keaton', 'Erwin Connelly', 'Ward Crane', 'Doris Deane', 'Christine Francis', 'George Davis', 'Kewpie Morgan', 'Steve Murphy', 'John Patrick', 'Betsy Ann Hisle', 'Ford West']",['Metro Pictures Corporation'],https://letterboxd.com//film/sherlock-jr/
Mad Max: Fury Road,2015,George Miller,"['Adventure', 'Science Fiction', 'Action']",4.5,4.17,121,"['Australia', 'USA']",English,['English'],1624317,219499,615584,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Riley Keough', 'Zoë Kravitz', 'Rosie Huntington-Whiteley', 'Abbey Lee', 'Courtney Eaton', 'Josh Helman', 'Nathan Jones', 'John Howard', 'Richard Carter', 'Iota', 'Angus Sampson', 'Jennifer Hagan', 'Megan Gale', 'Melissa Jaffer', 'Melita Jurišić', 'Gillian Jones', 'Joy Smithers', 'Antoinette Kellerman', 'Christina Koch', 'Jon Iles', 'Quentin Kenihan', 'Coco Jack Gillies', 'Chris Patton', 'Stephen Dunlevy', 'Richard Norton', 'Vincent Roxburgh', 'John Walton', 'Ben Smith-Petersen', 'Russ McCarroll', 'Judd Wild', 'Elizabeth Cunico', 'Greg Van Borssum', 'Robert Jones', 'Sebastian Dickins', 'Darren Mitchell', 'Crusoe Kurddal', 'Shyan Tonga', 'Cass Cumerford', 'Albert Lee', 'Ripley Voeten', 'Riley Paton', 'Maycn Van Borssum', 'Hunter Stratton Boland', 'Nathan Jenkins', 'Fletcher Gill', 'Whiley Toll', 'Ferdinand Hengombe', 'Gadaffi Davsab', 'Noddy Alfred', 'Jackson Hengombe', 'Christian Fane', 'Callum Gallagher', 'Abel Hofflin', 'Lee Perry', 'Hiroshi Kasuga']","['Warner Bros. Pictures', 'Village Roadshow Pictures', 'RatPac Entertainment', 'Kennedy Miller Mitchell']",https://letterboxd.com//film/mad-max-fury-road/
"Monsters, Inc.",2001,Pete Docter,"['Comedy', 'Animation', 'Family']",5,4.07,92,['USA'],English,['English'],2023329,154138,514735,"['John Goodman', 'Billy Crystal', 'Mary Gibbs', 'Steve Buscemi', 'James Coburn', 'Jennifer Tilly', 'Bob Peterson', 'John Ratzenberger', 'Frank Oz', 'Daniel Gerson', 'Steve Susskind', 'Bonnie Hunt', 'Jeff Pidgeon', 'Samuel Lord Black', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Gino Conforti', 'Jennifer Darling', 'Patti Deutsch', 'Pete Docter', 'Bobby Edner', 'Ashley Edner', 'Katie Scarlett', 'Paul Eiding', 'Bill Farmer', 'Keegan Farrell', 'Pat Fraley', 'Teresa Ganzel', 'Taylor Gifaldi', 'Marc John Jefferies', 'Joe Lala', 'Noah Luke', 'Sherry Lynn', 'Danny Mann', 'Mona Marshall', 'Mickie McGowan', 'Laraine Newman', 'Kay Panabaker', 'Bret Parker', 'Phil Proctor', 'Josh Qualtieri', 'Guido Quaroni', 'Jan Rabson', 'Lisa Raggio', 'Joe Ranft', 'Sophia Ranft', 'Katherine Ringgold', 'Bob Scott', 'David Silverman', 'Jim Thornton', 'Lee Unkrich', 'Wallace Shawn']",['Pixar'],https://letterboxd.com//film/monsters-inc/
Mr. Smith Goes to Washington,1939,Frank Capra,"['Comedy', 'Drama']",4,4.08,129,['USA'],English,['English'],74129,32856,18221,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold', 'Guy Kibbee', 'Thomas Mitchell', 'Eugene Pallette', 'Beulah Bondi', 'H.B. Warner', 'Harry Carey', 'Astrid Allwyn', 'Ruth Donnelly', 'Grant Mitchell', 'Porter Hall', 'Pierre Watkin', 'Charles Lane', 'William Demarest', 'Dick Elliott', 'Billy Watson', 'Delmar Watson', 'John Russell', 'Harry Watson', 'Garry Watson', 'Larry Simms', 'H.V. Kaltenborn', 'Russell Simpson', 'Frances Gifford', 'Colin James Mackey', 'Wilson Benge', 'Dickie Jones', 'Erville Alderson', 'Frank Puglia', 'Maurice Cass', 'Stanley Andrews', 'Al Bridge', 'Edwin August', 'Edmund Cobb', 'Sam Ash', 'Harry A. Bailey', 'Stanley Mack', 'Brooks Benedict', 'Wade Boteler', 'Dorothy Comingore', 'Chester Conklin', 'Gino Corrado', 'Ann Doran', 'Robert Emmett Keane', 'Matt McHugh', 'Kathryn Bates', 'Frank Austin', 'William Arnold', 'Tommy Baker', 'Robert Sterling', 'Dub Taylor', 'George Chandler', ""Fred 'Snowflake' Toones"", 'Jack Carson', 'Tommy Bupp', 'Dora Clement', 'Bert Moorhouse', 'Harry C. Bradley', 'Lynton Brent', 'Ed Brewer', 'Harlan Briggs', 'Harry Burkhardt', 'Frederick Burton', 'Georgia Caine', 'Ken Carpenter', 'Burr Caruth', 'Allan Cavan', 'Eddy Chandler', 'Davison Clark', 'Richard Clucas', 'Shirley Coates', 'Eddie Coke', 'Hal Cooke', 'Alec Craig', 'Anne Cornwall', 'George Cooper', 'Georgie Cooper', 'Jack Cooper', 'Nick Copeland', 'Vernon Dent', 'Maurice Costello', 'Beatrice Curtis', 'Lew Davis', 'Dulcie Day', 'Wally Dean', 'Harry Depp', 'Byron Foulger', 'Helen Jerome Eddy', 'Douglas Evans', 'Joe Devlin', 'Clyde Dilson', 'John Dilson', 'Neal Dodd', 'Lester Dorr', 'Robert Dudley', 'Edward Earle', 'Jack Egan', 'Eddie Fetherston', 'Mabel Forrest', 'Gladys Gale', 'Jack Gardner', 'Mary Gordon', 'June Gittelson', 'Lorna Gray', 'Harry Hayden', 'Louis Jean Heydt', 'John Ince', 'Frank Jaquet', 'Philo McCullough', 'Wright Kramer', 'Henry Hebert', 'Fred Hoose', 'Richard Kipling', 'Roger Haliday', 'Wilfred Hari', 'Philip Hurlic', 'Olaf Hytten', 'Lloyd Ingraham', 'Mitchell Ingraham', 'Dick Jensen', 'John Lester Johnson', 'Eddie Kane', 'Donald Kerr', 'Milton Kibbee', 'Joe King', 'Evalyn Knapp', 'Paul Kruger', 'Bobby Larson', 'Billy Lechner', 'Jackie Lowe', 'P.H. Levy', 'Vera Lewis', 'Jack Lindquist', 'George Lloyd', 'Arthur Loft', 'Jack Low', 'Jimmie Lucas', 'Mary MacLaren', 'Hank Mann', 'Margaret Mann', 'Eric Mayne', 'Ralph McCullough', 'George McKay', 'Lafe McKee', 'Ben Taggart', 'Field Norton', 'Wilfred Lucas', 'Sammy McKim', 'James McNamara', 'William Newell', 'Robert Middlemass', 'James Millican', 'Howard M. Mitchell', 'Charles R. Moore', 'Gene Morgan', 'Robert Morgan', 'Ray Nichols', 'Alex Novinsky', ""Frank O'Connor"", 'Frank Otto', 'Joe Palma', 'Spencer Quinn', 'Tom Quinn', 'Ed Randolph', 'Charles Regan', 'Jack Rice', 'Wyndham Standing', 'Ferris Taylor', 'Jack Richardson', 'Walter Soderling', 'Harry Stafford', 'Victor Travis', 'Carl Stockdale', 'Bob Walker', 'Henry Roquemore', 'Craig Stevens', 'Paul Stanton', 'Johnny Russell', 'Walter Sande', 'Frank M. Thomas', 'Harry Strang', 'Harry Tenbrook', 'Dave Willock', 'Lloyd Whitlock', 'John Tyrrell', 'Frederick Vroom', 'Charles Sullivan', 'Arthur Thalasso', 'Edward Thomas', 'Laura Treadwell', 'Layne Tom Jr.', 'Myonne Walsh', 'Billy Wayne', 'Max Waizmann', 'John Ward', 'Jane Loofbourrow', 'Blanche Payson', 'Emma Tansey', 'Bess Wade', 'Florence Wix', 'Eleanor Wood', 'Jesse Graves', 'Gus Glassmire', 'Larry Steers', 'Landers Stevens', 'William Worthington', 'Edward Biby', 'Count Stefenelli', 'David Wade', 'Frank McLure']",['Columbia Pictures'],https://letterboxd.com//film/mr-smith-goes-to-washington/
Jaws,1975,Steven Spielberg,"['Adventure', 'Thriller', 'Horror']",5,3.98,124,['USA'],English,['English'],1308326,218383,340606,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Murray Hamilton', 'Lorraine Gary', 'Jay Mello', 'Jeffrey Kramer', 'Carl Gottlieb', 'Susan Backlinie', 'Lee Fierro', 'Craig Kingsbury', 'Phil Murray', 'Fritzi Jane Courtney', 'Belle McDonald', 'Ted Grossman', 'Robert Nevin', 'Peter Benchley', 'Dorothy Fielding', 'David Engelbach', 'Joseph Oliveira', 'Beverly Powers', 'Ayn Ruymen', 'Christopher Sands', 'Rex Trailer', 'Joe La Creta', 'Denise Cheshire', 'Steven Spielberg']","['Zanuck/Brown Productions', 'Universal Pictures']",https://letterboxd.com//film/jaws/
How to Train Your Dragon,2010,"Chris Sanders, Dean DeBlois","['Fantasy', 'Family', 'Adventure', 'Animation']",4.5,3.98,98,['USA'],English,['English'],1243299,104513,304341,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill', 'Christopher Mintz-Plasse', 'T.J. Miller', 'Kristen Wiig', 'David Tennant', 'Ashley Jensen', 'Robin Atkin Downes', 'Philip McGrade', 'Kieron Elliott']","['DreamWorks Animation', 'Paramount']",https://letterboxd.com//film/how-to-train-your-dragon/
Mary and Max,2009,Adam Elliot,"['Animation', 'Comedy', 'Drama']",4.5,4.21,92,['Australia'],English,"['English', 'Yiddish']",152249,37554,48605,"['Toni Collette', 'Philip Seymour Hoffman', 'Eric Bana', 'Barry Humphries', 'Bethany Whitmore', 'Renée Geyer', ""Ian 'Molly' Meldrum"", 'Julie Forsyth', 'John Flaus', 'Christopher Massey', 'Carolyn Shakespeare-Allen', 'Michael Ienna', 'Shaun Patten', 'Leanne Smith']","['icon', 'Melodrama Pictures']",https://letterboxd.com//film/mary-and-max/
Ford v Ferrari,2019,James Mangold,"['Drama', 'Action', 'History']",3,3.93,153,['USA'],English,"['English', 'French', 'Japanese', 'Italian']",627155,99202,194112,"['Christian Bale', 'Matt Damon', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott', 'Alex Gurney', 'Benjamin Rigby', 'Ben Collins', 'Francesco Bauco', 'Guido Cocomello', 'Adam Mayfield', 'Sean Carrigan', 'Lachlan Buchanan', 'Giles Matthey', 'Rudolf Martin', 'Evan Arnold', 'Darin Cooper', 'Elizabeth Dement', 'Wallace Langham', 'Jonathan LaPaglia', 'Brad Beyer', 'Ottavio Taddei', 'Giovanni Cirfiera', 'Wyatt Nash', 'Drew Rausch', 'Ward Horton', 'Luiggi Debiasse', 'Michael Lanahan', 'Tanner Foust', 'Peter Arpesella', 'Andrew Burlinson', 'Lou Beatty Jr.', 'Clement Larue', 'Olivier Blin', 'Marc Forget', 'Stephane Fiorenza', 'Joss Glennie-Smith', 'Tim Banning', 'Arron Shiver', 'Paul Fox', 'Zack Zublena', 'Aylam Orian', 'Kirt Kishita', 'Stefania Spampinato', 'Gian Franco Tordi', 'Cameron Taylor', 'James Tappan', ""Ryan O'Dell"", 'Mario Di Donato', 'Bonnie Antonini', 'Jenelle McKee', 'Grace Fae', 'Jan Munroe', 'Marisa Petroro', 'Leif Carlgren', 'Jon Francis Ueberroth', 'Camillo Faieta', 'Steven Ziel', 'Vernon Dew', 'Angelo Dibello', 'Larsen Deane', 'Craig Frosty Silva', 'Brad McCabe', 'Brent Pontin', 'Mark Krenik', 'Thomas John Rudolph', 'Emmeline Luka Bale']","['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']",https://letterboxd.com//film/ford-v-ferrari/
The Seventh Seal,1957,Ingmar Bergman,"['Fantasy', 'Drama']",3.5,4.34,96,['Sweden'],Swedish,['Swedish'],306846,100194,104675,"['Max von Sydow', 'Bengt Ekerot', 'Gunnar Björnstrand', 'Nils Poppe', 'Bibi Andersson', 'Inga Landgré', 'Åke Fridell', 'Inga Gill', 'Maud Hansson', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Gunnar Olsson', 'Erik Strandmark', 'Lars Lind', 'Benkt-Åke Benktsson', 'Tor Borong', 'Gudrun Brost', 'Harry Asklund', 'Ulf Johansson', 'Sten Ardenstam', 'Gordon Löwenadler', 'Karl Widh', 'Tommy Karlsson', 'Siv Aleros', 'Bengt Gillberg', 'Lars Granberg', 'Gunlög Hagberg', 'Gun Hammargren', 'Uno Larsson', 'Lennart Lilja', 'Monica Lindman', 'Helge Sjökvist', 'Georg Skarstedt', 'Ragnar Sörman', 'Lennart Tollén', 'Caya Wickström', 'Catherine Berg', 'Mona Malm', 'Tor Isedal', 'Josef Norman', 'Gösta Prüzelius', 'Fritjof Tall', 'Nils Whiten', 'Lena Bergman', 'Marc Smith']",['SF Studios'],https://letterboxd.com//film/the-seventh-seal/
Room,2015,Lenny Abrahamson,"['Drama', 'Thriller']",4,3.98,118,"['Canada', 'Ireland', 'UK', 'USA']",English,['English'],857631,98137,229329,"['Brie Larson', 'Jacob Tremblay', 'Joan Allen', 'William H. Macy', 'Sean Bridgers', 'Tom McCamus', 'Amanda Brugel', 'Joe Pingue', 'Cas Anvar', 'Wendy Crewson', 'Kate Drummond', 'Randal Edwards', 'Jack Fulton', 'Justin Mader', 'Zarrin Darnell-Martin', 'Jee-Yun Lee', 'Ola Sturik', 'Rodrigo Fernandez-Stoll', ""Rory O'Shea"", 'Matt Gordon', 'Sandy McMaster', 'Chantelle Chung', 'Brad Wietersen', 'Megan Park', 'Graeme Potts', 'Katelyn Wells']","['Elevation Pictures', 'Téléfilm Canada', 'Element Pictures', 'FilmNation Entertainment', 'No Trace Camping', 'Film4 Productions', 'Fís Éireann/Screen Ireland']",https://letterboxd.com//film/room-2015/
The Big Lebowski,1998,Joel Coen,"['Crime', 'Comedy']",5,4.14,117,"['UK', 'USA']",English,"['English', 'Hebrew (modern)', 'Spanish', 'German']",1060301,169221,360823,"['Jeff Bridges', 'John Goodman', 'Steve Buscemi', 'Julianne Moore', 'David Huddleston', 'Tara Reid', 'Philip Seymour Hoffman', 'Ben Gazzara', 'Sam Elliott', 'John Turturro', 'Peter Stormare', 'David Thewlis', 'Torsten Voges', 'Flea', 'Aimee Mann', 'Philip Moon', 'Mark Pellegrino', 'Jimmie Dale Gilmore', 'Jack Kehler', 'James G. Hoosier', 'Jon Polito', 'Carlos Leon', 'Richard Gant', 'Christian Clemenson', 'Dom Irrera', 'Lu Elrod', 'Mike Gomez', 'Peter Siragusa', 'Marshall Manesh', 'Harry Bugin', 'Irene Olga López', 'Luis Colina', 'Leon Russom', 'Ajgie Kirkland', 'Jerry Haleva', 'Jennifer Lamb', 'Jesse Flanagan', 'Wendy Braun', 'Asia Carrera', 'Kiva Dawson']","['PolyGram Filmed Entertainment', 'Working Title Films']",https://letterboxd.com//film/the-big-lebowski/
Ratatouille,2007,Brad Bird,"['Animation', 'Family', 'Comedy', 'Fantasy']",4.5,4.19,111,['USA'],English,"['English', 'French']",2474301,212605,821548,"['Patton Oswalt', 'Lou Romano', 'Ian Holm', 'Brian Dennehy', 'Peter Sohn', ""Peter O'Toole"", 'Brad Garrett', 'Janeane Garofalo', 'Will Arnett', 'Julius Callahan', 'James Remar', 'John Ratzenberger', 'Teddy Newton', 'Tony Fucile', 'Jake Steinfeld', 'Brad Bird', 'Stéphane Roux', 'Andrea Boerries', 'Marco Boerries', 'Lindsey Collins', 'Thomas Keller', 'Brad Lewis', 'Lori Richardson', 'Jack Bird', 'Jamie Oliver', 'Bill Farmer', 'Michael Giacchino']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/ratatouille/
Tokyo Story,1953,Yasujirō Ozu,['Drama'],5,4.43,137,['Japan'],Japanese,"['Japanese', 'English']",127665,73171,43484,"['Chishū Ryū', 'Chieko Higashiyama', 'Setsuko Hara', 'Haruko Sugimura', 'Sō Yamamura', 'Kuniko Miyake', 'Kyōko Kagawa', 'Eijirō Tōno', 'Nobuo Nakamura', 'Shirō Ōsaka', 'Hisao Toake', 'Teruko Nagaoka', 'Mutsuko Sakura', 'Toyo Takahashi', 'Tōru Abe', 'Sachiko Mitani', 'Ryōko Mizuki', 'Keijirō Morozumi', 'Shozo Suzuki', 'Haruko Chichibu', 'Takashi Miki', 'Toshinosuke Nagao', 'Zen Murase', 'Mitsuhiro Môri', 'Yoshiko Togawa', 'Fumio Tooyama']",['Shochiku'],https://letterboxd.com//film/tokyo-story/
Rocky,1976,John G. Avildsen,['Drama'],nan,4.07,119,['USA'],English,['English'],712206,121859,188315,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone Jr.', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone Sr.', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Michael Dorn', 'Arnold Johnson', 'Stu Nahan', 'Frank Pesce', 'Lavelle Roby', 'Arthur Tovey', 'John Pleshette']",['Winkler Films'],https://letterboxd.com//film/rocky/
Hotel Rwanda,2004,Terry George,"['Drama', 'History', 'War']",nan,3.81,121,"['Italy', 'South Africa', 'UK', 'USA']",English,"['English', 'French']",164463,19476,22990,"['Don Cheadle', 'Sophie Okonedo', 'Nick Nolte', 'Fana Mokoena', 'Joaquin Phoenix', 'Jean Reno', 'Desmond Dube', 'Ofentse Modiselle', 'Mathabo Pieterson', 'Hakeem Kae-Kazim', 'Tony Kgoroge', 'Lebo Mashile', 'Antonio David Lyons', 'Leleti Khumalo', 'Neil McCarthy', ""Mabutho 'Kid' Sithole"", 'Jeremiah Ndlovu', 'Mosa Kaiser', ""David O'Hara"", 'Lennox Mathabathe', 'Mothusi Magano', 'Simo Mogwaza', 'Cara Seymour', 'Roberto Citran', 'Mduduzi Mabaso', 'Harriet Lenabe', 'Xolani Mali', 'Rosie Motene']","['Sixth Sense Productions', 'United Artists', 'Miracle Pictures', 'Inside Track Films', 'Mikado Film', 'Endgame Entertainment', 'Lions Gate Films']",https://letterboxd.com//film/hotel-rwanda/
