Film_title;Release_year;Director;Genres;Owner_rating;Average_rating;Runtime;Countries;Original_Language;Spoken_Languages;Watches;List_Appearances;Likes;Cast;Studios;Letterboxd URL
Who's Afraid of Virginia Woolf?;1966;Mike Nichols;['Drama'];4;4.23;131;['USA'];English;['English', 'Latin'];79491;42010;23915;['Richard Burton', 'Elizabeth Taylor', 'George Segal', 'Sandy Dennis', 'Agnes Flanagan', 'Frank Flanagan'];['Chenault Productions', 'Warner Bros. Pictures'];https://letterboxd.com//film/whos-afraid-of-virginia-woolf/
Rashomon;1950;Akira Kurosawa;['Crime', 'Drama', 'Mystery'];4.5;4.23;88;['Japan'];Japanese;['Japanese'];238457;88029;71705;['Toshirō Mifune', 'Machiko Kyō', 'Takashi Shimura', 'Masayuki Mori', 'Minoru Chiaki', 'Kichijirō Ueda', 'Noriko Honma', 'Daisuke Katō'];['Daiei Film'];https://letterboxd.com//film/rashomon/
Rififi;1955;Jules Dassin;['Crime', 'Drama', 'Thriller'];5;4.23;118;['France'];French;['French', 'English', 'Italian'];45236;29729;13554;['Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey', 'Pierre Grasset', 'Robert Hossein', 'Marcel Lupovici', 'Dominique Maurin', 'Magali Noël', 'Marie Sabouret', 'Claude Sylvain', 'Jules Dassin', 'Armandel', 'Alain Bouvette', 'Alice Garan', 'André Dalibert', 'Jacques David', 'Émile Genevois', 'Marcelle Hainia', 'Marcel Lesieur', 'Daniel Mendaille', 'Huguette Montréal', 'Lita Recio', 'Fernand Sardou', 'Jacques Besnard', 'Teddy Bilis', 'Marcel Rouzé', 'Roger Rudel'];['Indusfilms', 'Société Nationale Pathé Cinéma', 'Prima Films'];https://letterboxd.com//film/rififi/
Cure;1997;Kiyoshi Kurosawa;['Thriller', 'Horror', 'Crime', 'Mystery'];nan;4.23;111;['Japan'];Japanese;['Japanese'];124151;59063;48127;['Koji Yakusho', 'Tsuyoshi Ujiki', 'Anna Nakagawa', 'Yukijiro Hotaru', 'Yoriko Doguchi', 'Denden', 'Ren Osugi', 'Masahiro Toda', 'Misayo Haruki', 'Shun Nakayama', 'Akira Otaka', 'Shôgo Suzuki', 'Touji Kawahigashi', 'Hajime Tanimoto', 'Tarô Suwa', 'Takeshi Mikami', 'Makoto Kakeda', 'Taijirō Tamura', 'Masato Hagiwara', 'Makoto Togashi'];['Daiei Film', 'Twins Japan'];https://letterboxd.com//film/cure/
Fargo;1996;Joel Coen;['Crime', 'Drama', 'Thriller', 'Comedy'];5;4.23;98;['UK', 'USA'];English;['English'];945957;171487;321268;['William H. Macy', 'Frances McDormand', 'Peter Stormare', 'Steve Buscemi', 'John Carroll Lynch', 'Harve Presnell', 'Kristin Rudrüd', 'Bruce Bohne', 'Steve Reevis', 'Steve Park', 'Gary Houston', 'Sally Wingert', 'Larissa Kokernot', 'Melissa Peterman', 'Tony Denman', 'Larry Brandenburg', 'Michelle Hutchison', 'Bain Boehlke', 'Warren Keith', 'Michelle LeDoux', 'Bruce Campbell', 'Sharon Anderson', 'Kurt Schweickhardt'];['PolyGram Filmed Entertainment', 'Working Title Films'];https://letterboxd.com//film/fargo/
Eureka;2000;Shinji Aoyama;['Drama'];nan;4.23;218;['Japan', 'France'];Japanese;['Japanese'];10379;9788;3699;['Koji Yakusho', 'Aoi Miyazaki', 'Masaru Miyazaki', 'Yoichiro Saito', 'Sayuri Kokusho', 'Ken Mitsuishi', 'Yutaka Matsushige', 'Sansei Shiomi', 'Machiko Ono', 'Eihi Shiina', 'Go Riju', 'Kimie Shingyoji', 'Denden', 'Yuji Nakamura', 'Eimei Esumi', 'Yôko Noma', 'Hajime Inoue', 'Seigi Ozeki', 'Tetsuro Honda'];"['dentsu Music And Entertainment', ""Les Films de L'Observatoire"", 'Suncent CinemaWorks', 'IMAGICA', 'Tokyo Theatres Company']";https://letterboxd.com//film/eureka-2000/
Opening Night;1977;John Cassavetes;['Drama'];nan;4.23;144;['USA'];English;['English'];42032;26514;15548;['Gena Rowlands', 'John Cassavetes', 'Ben Gazzara', 'Joan Blondell', 'Paul Stewart', 'Zohra Lampert', 'Laura Johnson', 'John Tuell', 'Ray Powers', 'John Finnegan', 'Louise Lewis', 'Fred Draper', 'Katherine Cassavetes', 'Lady Rowlands', 'Carol Warren', 'Briana Carver', 'Angelo Grisanti', 'Meade Roberts', 'Eleanor Zee', 'David Rowlands', 'Sharon Van Ivan', 'Jimmy Christie', 'James Karen', 'Jimmy Joyce', 'Sherry Bain', 'Sylvia Davis Shaw', 'Peter Lampert', 'Patrick Labyorteaux', 'Roni-Sue Kiser', 'Naomi Stevens', 'Seymour Cassel', 'Peter Falk', 'Peter Bogdanovich'];['Faces Distribution'];https://letterboxd.com//film/opening-night/
Sweet Smell of Success;1957;Alexander Mackendrick;['Drama'];4.5;4.23;97;['USA'];English;['English'];56452;37622;18711;"['Burt Lancaster', 'Tony Curtis', 'Susan Harrison', 'Martin Milner', 'Jeff Donnell', 'Sam Levene', 'Joe Frisco', 'Barbara Nichols', 'Emile Meyer', 'Edith Atwater', 'Jay Adler', 'Mary Bayless', 'Nicky Blair', 'Nick Borgani', 'Ralph Brooks', 'Brad Brown', 'Steve Carruthers', 'Robert Carson', 'Lewis Charles', 'Dick Cherney', 'Buddy Clark', 'Paul Cristo', 'Joe Di Reda', 'Lawrence Dobkin', 'Tom Ferrandini', 'John Fiedler', 'Bess Flowers', 'William Forrest', 'Joseph Forte', 'Raoul Freeman', 'Kay Garrett', 'Joe Gray', 'Marion Gray', 'Chico Hamilton', 'James Hill', 'Paul Horn', 'Charles Jordan', 'Fred Katz', 'Colin Kenny', 'Joseph La Cava', 'Mike Lally', 'Joseph Leon', 'King Lockwood', 'Thomas Martin', 'Hans Moebus', 'King Mojave', 'Sol Murgi', 'Forbes Murray', 'George Nardelli', ""William H. O'Brien"", 'Clifford Odets', 'Charles Perry', 'Bill Raisch', 'Waclaw Rekwart', 'Edward Rickard', 'Jane Ross', 'Autumn Russell', 'Charles Sherlock', 'Carson Smith', 'Queenie Smith', 'Bert Stevens', 'Arthur Tovey', 'James Turley', 'Lurene Tuttle', 'Harry Tyler', 'Philip Van Zandt', 'George Washburn', 'David White', 'H.M. Wynant']";['Hecht-Hill-Lancaster Productions', 'United Artists', 'Norma Productions', 'Curtleigh Productions'];https://letterboxd.com//film/sweet-smell-of-success/
The Elephant Man;1980;David Lynch;['History', 'Drama'];3;4.23;124;['USA'];English;['English'];267552;77491;78729;['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing', 'Dexter Fletcher', 'Lesley Dunlop', 'Phoebe Nicholls', 'Pat Gorman', 'Claire Davenport', 'Orla Pederson', 'Patsy Smart', 'Frederick Treves', 'Stromboli', 'Richard Hunter', 'James Cormack', 'Robert Lewis Bush', 'Roy Evans', 'Joan Rhodes', 'Nula Conwell', 'Tony London', 'Alfie Curtis', 'Bernadette Milnes', 'Brenda Kempner', 'Carol Harrison', 'Hugh Manning', 'Dennis Burgess', 'Fanny Carby', 'William Morgan Sheppard', 'Kathleen Byron', 'Gerald Case', 'David Ryall', 'Deirdre Costello', 'Pauline Quirke', 'Kenny Baker', 'Chris Greener', 'Marcus Powell', 'Gilda Cohen', 'Lesley Scoble', 'Teri Scoble', 'Eiji Kusuhara', 'Robert Day', 'Patricia Hodge', 'Tommy Wright', 'Peter Davidson', 'John Rapley', 'Hugh Spight', 'Teresa Codling', 'Marion Betzold', 'Caroline Haigh', 'Florenzio Morgado', 'Victor Kravchenko', 'Beryl Hicks', 'Michele Amas', 'Lucie Alford', 'Penny Wright', 'Janie Kells', 'Lydia Lisle', 'David Lynch', 'Harry Fielder', 'Jack Armstrong', 'Ralph Morse', 'Fred Wood', 'Adam Caine', 'Tony Clarkin', 'Dave Cooper', 'Chick Fowles', 'Juba Kennerley', 'Eric Bergren', 'Christopher De Vore', 'Jay McGrath', 'Henry Roberts', 'Kevin Schumm', 'Ian Selby', 'Guy Standeven', 'Reg Thomason', 'Jill Goldston'];['Brooksfilms', 'Paramount'];https://letterboxd.com//film/the-elephant-man/
Saving Private Ryan;1998;Steven Spielberg;['History', 'Drama', 'War'];4;4.23;169;['USA'];English;['English', 'Czech', 'German', 'French'];1117299;156584;309148;['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Matt Damon', 'Barry Pepper', 'Adam Goldberg', 'Vin Diesel', 'Giovanni Ribisi', 'Ted Danson', 'Jeremy Davies', 'Paul Giamatti', 'Dennis Farina', 'Joerg Stadler', 'Max Martini', 'Dylan Bruno', 'Daniel Cerqueira', 'Demetri Goritsas', 'Ian Porter', 'Gary Sefton', 'Julian Spencer', 'Steve Griffin', 'William Marsh', 'Marc Cass', 'Markus Napier', 'Neil Finnighan', 'Peter Miles', 'Paul Garcia', 'Seamus McQuade', 'Ronald Longridge', 'Adam Shaw', 'Rolf Saxon', 'Corey Johnson', 'Loclann Aiken', 'John Barnett', 'Maclean Burke', 'Victor Burke', 'Aiden Condron', 'Paschal Friel', 'Shane Hagan', 'Paul Hickey', 'Shane Johnson', 'Laird Macintosh', 'Brian Maynard', 'Martin McDougall', 'Mark Phillips', 'Lee Aaron Rosen', 'Andrew Scott', 'Matthew Sharp', 'Vincent Walsh', 'Grahame Wood', 'John Sharian', 'Glenn Wrage', 'Crofton Hardester', 'Martin Hub', 'Raffaello Degruttola', 'Nigel Whitmey', 'Sam Ellis', 'Erich Redman', 'Tilo Keiner', 'Stephan Grothgar', 'Stephane Cornicard', 'Michelle Evans', 'Martin Beaton', 'Anna Maguire', 'Nathan Fillion', 'Leland Orser', 'Michael Mantas', 'David Vegh', 'Ryan Hurst', 'Nick Brooks', 'Sam Scudder', 'John Walters', 'Dorothy Grumbar', 'James Innes-Smith', 'Harve Presnell', 'Dale Dye', 'Bryan Cranston', 'David Wohl', 'Eric Loren', 'Valerie Colgan', 'Amanda Boxer', 'Harrison Young', 'Kathleen Byron', 'Rob Freeman', 'Thomas Gizbert', 'Nina Muschallik', 'Taylor Murphy', 'Mac Steinmeier', 'Derek Lea', 'Leo Stransky', 'Vincent Ventresca'];['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company'];https://letterboxd.com//film/saving-private-ryan/
Marcel the Shell with Shoes On;2021;Dean Fleischer Camp;['Drama', 'Animation', 'Comedy', 'Family'];4.5;4.23;90;['USA'];English;['English'];238899;87271;105430;"['Jenny Slate', 'Dean Fleischer Camp', 'Isabella Rossellini', 'Joe Gabler', 'Shari Finkelstein', 'Samuel Painter', 'Blake Hottle', 'Scott Osterman', 'Jeremy Evans', 'Lesley Stahl', 'Rosa Salazar', 'Thomas Mann', 'Sarah Thyre', 'Andy Richter', 'Nathan Fielder', 'Jessi Klein', 'Peter Bonerz', 'Jamie Leonhart', 'Avan Jogia', 'Victoria Justice', ""Conan O'Brien"", 'Brian Williams']";['Cinereach', 'Strongman', 'Chiodo Bros. Productions', 'You Want I Should, LLC', 'Human Woman', 'Sunbeam TV & Films'];https://letterboxd.com//film/marcel-the-shell-with-shoes-on-2021/
Winter Light;1963;Ingmar Bergman;['Drama'];4.5;4.23;80;['Sweden'];Swedish;['Swedish'];64834;35052;20727;['Gunnar Björnstrand', 'Ingrid Thulin', 'Gunnel Lindblom', 'Max von Sydow', 'Allan Edwall', 'Kolbjörn Knudsen', 'Olof Thunberg', 'Elsa Ebbesen-Thornblad', 'Tor Borong', 'Bertha Sånnell', 'Helena Palmgren', 'Eddie Axberg', 'Lars-Owe Carlberg', 'Ingmari Hjort', 'Stefan Larsson', 'Johan Olafs', 'Lars-Olof Andersson', 'Christer Öhman'];['SF Studios'];https://letterboxd.com//film/winter-light/
Dead Poets Society;1989;Peter Weir;['Drama'];3;4.23;128;['USA'];English;['English', 'Latin'];1402367;203537;551810;"['Robin Williams', 'Ethan Hawke', 'Robert Sean Leonard', 'Gale Hansen', 'Josh Charles', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Colin Irving', 'Alexandra Powers', 'Melora Walters', 'Welker White', 'Steve Mathios', 'Alan Pottinger', 'Pamela Burrell', 'Allison Hedges', ""Christine D'Ercole"", 'John Cunningham', 'Debra Mooney', 'John Martin Bradley', 'Charles Lord', 'Kurt Leitner', 'James J. Christy', 'Richard Stites', 'Catherine Soles', 'Hoover Sutton', 'James Donnell Quinn', 'Simon Mein', 'Ashton W. Richards', 'Robert Gleason', 'Bill Rowe', 'Robert J. Zigler III', 'Keith Snyder', 'Nicholas K. Gilhool', 'Jonas Stiklorius', 'Craig Johnson', 'Chris Hull', 'Jason Woody', 'Sam Stegeman', 'Andrew Hill', 'Jamie Kennedy', 'Kate Kearney-Patch', 'Jeffrey Santoro']";['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Witt/Thomas Productions'];https://letterboxd.com//film/dead-poets-society/
The Tale of the Princess Kaguya;2013;Isao Takahata;['Fantasy', 'Animation', 'Drama'];4.5;4.23;137;['Japan'];Japanese;['Japanese'];190809;62900;67462;['Aki Asakura', 'Takeo Chii', 'Nobuko Miyamoto', 'Kengo Kora', 'Atsuko Takahata', 'Tomoko Tabata', 'Shinosuke Tatekawa', 'Takaya Kamikawa', 'Hikaru Ijūin', 'Ryudo Uzaki', 'Shichinosuke Nakamura', 'Isao Hashizume', 'Tatsuya Nakadai', 'Yukiji Asaoka', 'Tamaki Kojo', 'Yuji Miyake', 'Mirai Uchida', 'Hiroyuki Yamamoto'];['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI', 'Mitsubishi Shoji', 'Nippon Television Network Corporation', 'TOHO', 'T2 Studio'];https://letterboxd.com//film/the-tale-of-the-princess-kaguya/
The Cremator;1969;Juraj Herz;['Horror', 'Drama', 'Comedy'];nan;4.23;101;['Czechoslovakia'];Czech;['Czech'];32749;26055;11688;['Rudolf Hrušínský', 'Vlasta Chramostová', 'Jana Stehnová', 'Miloš Vognič', 'Ilja Prachař', 'Zora Božinová', 'Eduard Kohout', 'Jiří Lír', 'Dimitri Rafalsky', 'Jan Vlček', 'Václav Halama', 'Jiří Hálek', 'Václav Kotva', 'Míla Myslíková', 'Vladimír Menšík', 'Jiří Menzel', 'Václav Štekl', 'Nataša Gollová', 'Jindřich Narenta', 'Helena Anýžová', 'Jana Šulcová', 'Jan Řeřicha', 'Oldřich Vízner', 'Carmen Mayerová', 'Libuše Pešková', 'Růžena Vlčková', 'Marie Rosůlková', 'Věra Vlčková', 'Eva Ulincová', 'Rudolf Iltis', 'Josef Střecha', 'B. Mandausová', 'František Kubíček', 'Erich Fichtner', 'J. Hladký', 'Jiřina Bílá', 'Jan Kraus', 'Alfred Růžička', 'H. Absolonová', 'Alena Balejová', 'M. Baumrukerová', 'S. Brabcová', 'E. Brázdová', 'V. Handlová', 'Marie Hübschová', 'M. Jílková', 'J. Knollová', 'Yvona Odehnalová', 'J. Pacáková', 'H. Schlechtrová', 'J. Škrabanová', 'M. Šotolová', 'H. Troníčková', 'C. Zeyerová', 'L. Geussová', 'I. Kučerová', 'J. Seyfertová', 'J. Scheybová', 'S. Študentová', 'Pavla Břínková', 'H. Francová', 'E. Kamesleimerová', 'K. Kučerová', 'H. Sládková', 'M. Smolová', 'I. Svobodová', 'Zuzana Rumlová', 'Olga Bušková', 'E. Otavová', 'A. Řezníčková', 'J. Šmídová', 'J. Tomšů', 'M. Bohatová', 'Jiřina Jandová', 'Karel Hovorka', 'J. Balík', 'J. Lebeda', 'M. Mach', 'Karel Fiala', 'Miloslav Šindler', 'Jaroslav Toms', 'Václav Vodák', 'J. Krupička', 'J. Zeman', 'František Häusler', 'Radomír Hubáček', 'Helena Kotoučová', 'Vl. Grygar', 'K. Geipel', 'Vratislav Hurych', 'J. Englická', 'Jiří Kaftan', 'Theodor Kunst', 'V. Kebrt', 'František Poláček', 'M. Janoušková', 'A. Mařáková', 'Z. Povolná', 'Věra Koželuhová', 'V. Malečová', 'E. Tichá', 'Felix Černý', 'Karel Přinesdomů', 'J. Němec', 'E. Šumberová', 'Z. Šumberová', 'Zdeněk Šmidrkal', 'Josef Kemr', 'Jiří Němeček', 'Vladimír Čech'];['Filmové studio Barrandov'];https://letterboxd.com//film/the-cremator/
The Man Who Shot Liberty Valance;1962;John Ford;['Western'];4;4.22;123;['USA'];English;['English'];78770;37006;23112;"['John Wayne', 'James Stewart', 'Vera Miles', 'Lee Marvin', ""Edmond O'Brien"", 'Andy Devine', 'Ken Murray', 'John Carradine', 'Jeanette Nolan', 'John Qualen', 'Willis Bouchey', 'Carleton Young', 'Woody Strode', 'Denver Pyle', 'Strother Martin', 'Lee Van Cleef', 'Robert F. Simon', 'O. Z. Whitehead', 'Paul Birch', 'Joseph Hoover', 'Charles Akins', 'John Barton', 'Rudy Bowman', 'Chet Brandenburg', 'Jerry Brown', 'George Bruggeman', ""Noble 'Kid' Chissell"", 'Russell Custer', 'Duke Fishman', 'Fritz Ford', 'Herman Hack', 'Jack Kenny', 'Richard LaMarr', 'Jack Lilley', 'Buddy Roosevelt', 'Jack Tornek', 'Sid Troy', 'Ralph Volkie', 'Max Wagner', 'Blackie Whiteford', 'Gertrude Astor', 'Helen Gibson', 'Eva Novak', 'Dorothy Phillips', 'Mario Arteaga', 'Chuck Hayward', 'Chuck Roberson', 'Jack Williams', 'Frank Baker', 'William Henry', 'Danny Borzage', 'Dick Cherney', 'Chuck Hamilton', 'Sam Harris', 'Lars Hensen', 'Tex Holden', 'Stuart Holmes', 'Jimmie Horan', 'Jack Perrin', ""Harry 'Snub' Pollard"", 'Robert Robinson', 'Scott Seaton', 'Rudy Sooter', 'Carl M. Leviness', 'King Mojave', 'Shug Fisher', 'Ben Frommer', 'Jack Pennick', 'Phil Schumacher', 'Tom Hennesy', ""Bryan 'Slim' Hightower"", 'Earle Hodgins', 'Michael Jeffers', 'Tom Smith', 'Cap Somers', 'Eddie Jauregui', 'Charles Morton', 'Ethan Laidlaw', 'Anna Lee', 'Ted Mapes', 'Montie Montana', 'Slim Talbot', 'Bob Morgan', 'Charles Seel', 'Bud Cokes', 'Jane Crowley', 'Larry Finley']";['Paramount', 'John Ford Productions'];https://letterboxd.com//film/the-man-who-shot-liberty-valance/
Life, and Nothing More...;1992;Abbas Kiarostami;['Drama'];4;4.22;95;['Iran'];Persian (Farsi);['Persian (Farsi)'];28638;17705;10931;['Farhad Kheradmand', 'Buba Bayour', 'Hossein Rezai', 'Hocine Rifahi', 'Ferhendeh Feydi', 'Mahrem Feydi', 'Bahrovz Aydini', 'Ziya Babai', 'Mohamed Hocine Rouhi', 'Babek Ahmed Poor', 'Hocine Khadem', 'Maassouma Berouana', 'Chahrbanov Chefahi', 'Youssef Branki', 'Chahine Ayzen', 'Mohamed Bezdani', 'Benefshah Behioudi', 'Mohamed Hassen Pour', 'Ferhed Kadimi', 'Maha Bano Chikfouad', 'Kalsim Sada', 'Fartkiss Darabi', 'Leila Nourouzi', 'Kassil Fefa'];['Kanoon'];https://letterboxd.com//film/life-and-nothing-more/
Underground;1995;Emir Kusturica;['Comedy', 'Drama', 'War'];4.5;4.22;170;['Bulgaria', 'Czechia', 'France', 'Germany', 'Hungary', 'Yugoslavia'];Serbian;['Serbian', 'French', 'German'];32969;21066;10115;"['Miki Manojlović', 'Lazar Ristovski', 'Mirjana Joković', 'Slavko Štimac', 'Ernst Stötzner', ""Srđan 'Žika' Todorović"", 'Mirjana Karanović', 'Milena Pavlović Čučilović', ""Danilo 'Bata' Stojković"", 'Borivoje Todorović', 'Davor Dujmović', 'Dr. Nele Karajlić', 'Branislav Lečić', ""Dragoslav 'Dragan' Nikolić"", 'Erol Kadić', 'Predrag Zagorac', 'Hark Bohm', 'Petar Kralj', 'Branko Cvejić', 'Josif Tatić', 'Zdena Hurtočakova', 'Albena Stavreva', 'Tatjana Kecman', 'Elizabeta Đorevska', 'Peter Mountain', 'Mirsad Tuka', 'Batica Nikalić', 'Desa Biogradlija', 'Zoran Miljković', 'Rick Dano', 'Radovan Marković', 'Ljiljana Jovanović', 'Anja Popović', 'Emir Kusturica']";['Komuna', 'Barrandov Studio'];https://letterboxd.com//film/underground-1995/
Umberto D.;1952;Vittorio De Sica;['Drama'];nan;4.22;91;['Italy'];Italian;['Italian'];45262;29305;13582;['Carlo Battisti', 'Maria Pia Casilio', 'Lina Gennari', 'Elena Rea', 'Memmo Carotenuto', 'Ileana Simova', 'Alberto Albani Barbieri', 'Lamberto Maggiorani', 'De Silva', 'Pasquale Campagnola', 'Riccardo Ferri'];['Amato Film', 'Rizzoli Film', 'Produzioni De Sica'];https://letterboxd.com//film/umberto-d/
Sorcerer;1977;William Friedkin;['Drama', 'Thriller', 'Adventure'];nan;4.22;121;['USA'];English;['English', 'German', 'Spanish', 'French'];79109;32357;29752;"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal', 'Amidou', 'Ramon Bieri', 'Peter Capell', 'Karl John', 'Friedrich von Ledebur', 'Chico Martínez', 'Joe Spinell', 'Rosario Almontes', 'Richard Holley', 'Anne-Marie Deschodt', 'Jean-Luc Bideau', 'Jacques François', 'André Falcon', 'Gerard Murphy', 'Desmond Crofton', 'Henry Diamond', 'Ray Dittrich', 'Frank Gio', 'Randy Jurgensen', ""Cosmo 'Gus' Allegretti""]";['Paramount', 'Universal Pictures', 'Film Properties International N.V.'];https://letterboxd.com//film/sorcerer/
Secrets & Lies;1996;Mike Leigh;['Drama'];nan;4.22;142;['France', 'UK'];English;['English'];47975;28061;14638;"['Brenda Blethyn', 'Marianne Jean-Baptiste', 'Timothy Spall', 'Phyllis Logan', 'Claire Rushbrook', 'Lee Ross', 'Lesley Manville', 'Elizabeth Berrington', 'Michele Austin', 'Ron Cook', 'Trevor Laird', 'Brian Bovell', 'Emma Amos', 'Clare Perkins', 'Elias Perkins McCook', 'Jane Mitchell', 'Janice Acquah', 'Keylee Jade Flanders', 'Hannah Davis', 'Terence Harvey', ""Kate O'Malley"", 'Joe Tucker', 'Richard Syms', 'Grant Masters', 'Annie Hayes', 'Jean Ainslie', 'Lucy Sheen', 'Frances Ruffelle', 'Nitin Ganatra', 'Metin Marlow', 'Su Elliot', 'Amanda Crossley', 'Di Sherlock', 'David Neilson', 'Peter Waddington', 'Peter Stockbridge', 'Rachel Lewis', 'Paul Trussell', 'Jonny Coyne', 'Denise Orita', 'Margery Withers', 'Gordon Winter', 'Theresa Watson', 'Peter Wight', 'Gary McDonald', 'Alison Steadman', 'Liz Smith', 'Sheila Kelley', 'Angela Curran', 'Linda Beckett', 'Phil Davis', 'Wendy Nottingham', ""Anthony O'Donnell"", 'Ruth Sheen', 'Mia Soteriou', 'Stephen Churchett']";['Thin Man Films', 'CiBy 2000', 'Film4 Productions'];https://letterboxd.com//film/secrets-lies/
Citizen Kane;1941;Orson Welles;['Mystery', 'Drama'];5;4.22;119;['USA'];English;['English'];594968;145828;162030;"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Ray Collins', 'George Coulouris', 'Agnes Moorehead', 'Paul Stewart', 'Ruth Warrick', 'Erskine Sanford', 'William Alland', 'Everett Sloane', 'Fortunio Bonanova', 'Gus Schilling', 'Philip Van Zandt', 'Georgia Backus', 'Harry Shannon', 'Sonny Bupp', 'Buddy Swan', 'Gregg Toland', 'Don Ackerman', 'Nat King Cole', 'Gino Corrado', 'Maurice Costello', 'Demetrius Alexis', 'Gene Coogan', 'Art Dupuis', 'Rudy Germane', 'Mike Lally', 'Walter Lawrence', 'John Northpole', 'Victor Romito', 'Bob Terry', 'William Alston', 'Jack Gargan', 'Bert Moorhouse', 'Carmen Laroux', 'Sam Ash', 'Buddy Messinger', 'Terrance Ray', 'Sally Corner', 'Walter Bacon', 'Herbert Corthell', 'Harry A. Bailey', 'Danny Borzage', 'J.J. Clark', 'Tom Coleman', 'Carl Deloro', 'Jack Egan', 'Robert Haines', 'Ludwig Lowry', 'John McCormack', 'Hercules Mendez', ""Paddy O'Flynn"", 'Sam Rice', 'Don Roberts', 'Larry Wheat', 'Larry Williams', 'Joan Blair', 'Morgan Brown', 'Harry Burkhardt', 'Edmund Cobb', 'Eddie Coke', 'Louis Natheaux', ""Arthur O'Connell"", 'Guy Repp', 'Tom Steele', 'Richard Wilson', 'Louise Currie', 'Walter Sande', 'Jan Wiley', 'Milton Kibbee', 'Buck Mack', 'Alan Ladd', 'Thomas A. Curran', 'Jack Curtis', 'George Noisom', 'Gerald Pierce', 'Dona Dax', 'George DeNormand', 'Bud Geary', 'Bert LeBaron', 'Clyde McAtee', 'Cyril Ring', 'Roland Winters', 'Lew Harvey', 'Herman J. Mankiewicz', 'Eddie Dew', 'Perc Launders', 'John Dilson', 'Walter James', 'Robert Dudley', 'Suzanne Dulier', 'Al Eben', 'Johnny Eckert', 'Carl Ekberg', 'Edith Evanson', 'Carl Faulkner', 'Juanita Fields', 'Edna Mae Jones', 'Leda Nicova', 'Jolane Reynolds', 'Suzanne Ridgway', 'Olin Francis', 'Louise Franklin', 'Renee Godfrey', 'Peter Gowland', 'Jimmy Grant', 'Jesse Graves', 'Ernest Grooney', 'Jack Gwynne', 'Teddy Mangean', 'Henry Hebert', ""Bryan 'Slim' Hightower"", 'Mitchell Ingraham', 'Philip Morris', 'Francis Sayles', 'George W. Jimenez', 'Ellen Lowe', 'James T. Mack', 'Mickey Martin', 'Bruce Sidney', 'Major McBride', 'Frank McLure', 'Charles Meakin', 'Edward Peil Jr.', 'Irving Mitchell', 'Frances E. Neal', 'Lillian Nicholson', 'Joseph North', ""William H. O'Brien"", 'Field Norton', 'Dick Scott', ""Frank O'Connor"", 'Russ Powell', 'Bert Stevens', 'Thomas Pogue', ""Lillian O'Malley"", 'Jack Raymond', 'Gohr Van Vleck', 'Myrtle Rishell', 'Benny Rubin', 'Shimen Ruskin', 'George Sherwood', 'Edward Ryan', 'Landers Stevens', 'Harry J. Vejar', 'Tudor Williams', 'Arthur Yeoman', 'Tim Davis', 'Charles Bennett', 'Arthur Kay', 'John Alban']";['Mercury Productions', 'RKO Radio Pictures'];https://letterboxd.com//film/citizen-kane/
